Location,Datetime,Year,Month,Day,Avg_Temp,Humidity,Precip,MoLS,mols_run_0,mols_run_1,mols_run_2,mols_run_3,mols_run_4,mols_run_5,mols_run_6,mols_run_7,mols_run_8,mols_run_9,mols_run_10,mols_run_11,mols_run_12,mols_run_13,mols_run_14,mols_run_15,mols_run_16,mols_run_17,mols_run_18,mols_run_19,mols_run_20,mols_run_21,mols_run_22,mols_run_23,mols_run_24,mols_run_25,mols_run_26,mols_run_27,mols_run_28,mols_run_29,mols_run_30,mols_run_31,mols_run_32,mols_run_33,mols_run_34,mols_run_35,mols_run_36,mols_run_37,mols_run_38,mols_run_39,mols_run_40,mols_run_41,mols_run_42,mols_run_43,mols_run_44,mols_run_45,mols_run_46,mols_run_47,mols_run_48,mols_run_49,Ref,Ref_sd,True_mu,True_u_forecast_quant,True_l_forecast_quant
San_Juan,2017-03-16,2017,3,16,25.90079365,78.45075,2.4958241479999996,15027.3,1.0,11.0,3.0,8.0,9.0,6.0,7.0,11.0,7.0,8.0,10.0,12.0,4.0,7.0,3.0,5.0,4.0,3.0,3.0,3.0,10.0,3.0,9.0,5.0,2.0,4.0,7.0,3.0,7.0,4.0,9.0,12.0,8.0,1.0,3.0,3.0,7.0,7.0,3.0,1.0,1.0,1.0,11.0,3.0,9.0,13.0,2.0,9.0,4.0,12.0,5.96,3.5164917582321,5.0,8.0,2.0
San_Juan,2017-03-23,2017,3,23,26.003968252857142,84.8171,9.702796197,16369.5,11.0,4.0,11.0,7.0,3.0,8.0,8.0,5.0,3.0,6.0,4.0,5.0,7.0,5.0,4.0,17.0,2.0,3.0,10.0,1.0,4.0,3.0,3.0,4.0,6.0,16.0,6.0,11.0,6.0,11.0,4.0,10.0,9.0,6.0,4.0,6.0,9.0,5.0,10.0,5.0,10.0,4.0,10.0,15.0,13.0,8.0,4.0,7.0,8.0,7.0,6.96,3.6419326558007294,6.0,9.0,3.0
San_Juan,2017-03-30,2017,3,30,26.317460317142856,77.05674285714285,2.4784569349999996,18117.0,9.0,10.0,8.0,7.0,13.0,5.0,7.0,8.0,6.0,2.0,14.0,6.0,1.0,10.0,12.0,15.0,2.0,12.0,5.0,12.0,1.0,13.0,4.0,5.0,14.0,10.0,16.0,6.0,16.0,7.0,10.0,4.0,6.0,3.0,4.0,7.0,15.0,5.0,11.0,6.0,9.0,5.0,7.0,8.0,13.0,7.0,5.0,12.0,6.0,7.0,8.12,4.0185285153363575,6.0,9.0,3.0
San_Juan,2017-04-06,2017,4,6,25.82936508,80.87108571428573,7.330957553,19352.6,11.0,8.0,8.0,10.0,10.0,8.0,4.0,7.0,2.0,7.0,1.0,9.0,11.0,5.0,6.0,4.0,17.0,5.0,6.0,10.0,8.0,6.0,7.0,5.0,5.0,11.0,6.0,15.0,6.0,5.0,8.0,10.0,5.0,14.0,6.0,16.0,6.0,4.0,7.0,12.0,6.0,10.0,2.0,6.0,4.0,11.0,7.0,4.0,7.0,14.0,7.64,3.5843195921646704,7.0,11.0,3.0
San_Juan,2017-04-13,2017,4,13,27.015873014285717,76.90056428571428,6.653415981,19376.3,4.0,6.0,6.0,7.0,8.0,8.0,7.0,18.0,8.0,8.0,8.0,10.0,5.0,16.0,13.0,7.0,7.0,3.0,6.0,4.0,7.0,1.0,11.0,8.0,11.0,15.0,13.0,9.0,9.0,8.0,2.0,9.0,7.0,5.0,10.0,5.0,12.0,5.0,8.0,5.0,3.0,3.0,12.0,6.0,4.0,3.0,21.0,4.0,1.0,5.0,7.62,4.188857912635005,7.0,11.0,3.0
San_Juan,2017-04-20,2017,4,20,27.936507934285714,74.3545457142857,1.8755940990000002,18968.7,2.0,4.0,3.0,6.0,4.0,5.0,2.0,3.0,11.0,6.0,2.0,7.0,12.0,0.0,7.0,10.0,8.0,3.0,4.0,1.0,5.0,5.0,8.0,9.0,7.0,4.0,2.0,10.0,9.0,6.0,5.0,3.0,8.0,6.0,8.0,11.0,9.0,4.0,6.0,8.0,5.0,4.0,5.0,6.0,3.0,5.0,15.0,7.0,3.0,6.0,5.84,3.05967852119487,6.0,9.0,3.0
San_Juan,2017-04-27,2017,4,27,26.392857142857142,86.44275928571427,6.398726031,19679.4,7.0,2.0,12.0,3.0,9.0,6.0,17.0,4.0,6.0,9.0,3.0,7.0,9.0,6.0,8.0,3.0,11.0,12.0,9.0,4.0,8.0,8.0,9.0,6.0,11.0,15.0,4.0,6.0,2.0,3.0,6.0,8.0,9.0,5.0,6.0,8.0,5.0,9.0,2.0,18.0,6.0,9.0,13.0,8.0,5.0,14.0,14.0,14.0,7.0,11.0,7.92,3.906248265305737,7.0,11.0,3.0
San_Juan,2017-05-04,2017,5,4,27.41269841428571,81.54108571428571,6.719839094,22700.9,13.0,2.0,5.0,4.0,8.0,14.0,17.0,4.0,12.0,19.0,15.0,7.0,16.0,11.0,17.0,20.0,8.0,11.0,16.0,9.0,4.0,9.0,9.0,9.0,11.0,7.0,4.0,12.0,8.0,5.0,10.0,8.0,18.0,24.0,2.0,5.0,5.0,6.0,6.0,4.0,7.0,15.0,10.0,11.0,13.0,6.0,9.0,6.0,8.0,14.0,9.86,5.042715497808371,8.0,12.0,4.0
San_Juan,2017-05-11,2017,5,11,28.293650794285718,79.88805714285715,8.391561852,26733.6,5.0,11.0,7.0,5.0,11.0,9.0,12.0,9.0,3.0,13.0,16.0,10.0,9.0,7.0,15.0,10.0,8.0,11.0,12.0,5.0,13.0,6.0,14.0,9.0,11.0,9.0,6.0,14.0,14.0,4.0,14.0,10.0,6.0,10.0,9.0,9.0,13.0,12.0,12.0,7.0,24.0,8.0,5.0,7.0,10.0,13.0,22.0,14.0,6.0,8.0,10.14,4.14044264615783,9.0,13.0,5.0
San_Juan,2017-05-18,2017,5,18,28.869047618571425,73.68342857142856,2.137824996,27435.3,15.0,17.0,14.0,6.0,2.0,5.0,2.0,4.0,10.0,15.0,6.0,13.0,5.0,11.0,11.0,20.0,10.0,5.0,7.0,9.0,9.0,18.0,11.0,9.0,11.0,4.0,9.0,6.0,19.0,7.0,7.0,7.0,9.0,8.0,9.0,11.0,11.0,10.0,6.0,11.0,6.0,6.0,10.0,12.0,11.0,9.0,19.0,4.0,16.0,12.0,9.68,4.405191742218979,10.0,14.0,6.0
San_Juan,2017-05-25,2017,5,25,28.071428572857144,76.14994285714286,6.475734243000001,25398.4,5.0,9.0,20.0,13.0,20.0,8.0,5.0,6.0,12.0,11.0,4.0,10.0,4.0,13.0,12.0,17.0,6.0,9.0,10.0,4.0,9.0,20.0,7.0,14.0,10.0,10.0,5.0,17.0,10.0,7.0,8.0,13.0,6.0,12.0,13.0,14.0,5.0,19.0,12.0,10.0,10.0,11.0,4.0,6.0,14.0,10.0,14.0,13.0,17.0,7.0,10.5,4.491488549217854,9.0,13.0,5.0
San_Juan,2017-06-01,2017,6,1,28.551587301428572,73.69037142857142,2.970218529,23840.7,6.0,23.0,5.0,14.0,8.0,9.0,9.0,8.0,5.0,8.0,15.0,14.0,6.0,4.0,12.0,10.0,6.0,8.0,1.0,10.0,19.0,3.0,11.0,7.0,14.0,10.0,7.0,10.0,11.0,10.0,3.0,11.0,4.0,8.0,10.0,10.0,12.0,12.0,11.0,11.0,7.0,11.0,9.0,3.0,15.0,12.0,8.0,12.0,8.0,2.0,9.24,4.201846047165653,8.0,12.0,4.0
San_Juan,2017-06-08,2017,6,8,28.325396825714286,74.02487857142857,2.2357310220000004,21567.8,4.0,5.0,6.0,10.0,7.0,4.0,17.0,4.0,8.0,8.0,7.0,9.0,6.0,6.0,10.0,8.0,3.0,8.0,5.0,18.0,10.0,8.0,4.0,17.0,1.0,5.0,7.0,11.0,4.0,3.0,7.0,6.0,8.0,5.0,5.0,6.0,3.0,9.0,10.0,5.0,6.0,1.0,1.0,6.0,7.0,3.0,9.0,6.0,6.0,4.0,6.72,3.631157683501087,7.0,11.0,3.0
San_Juan,2017-06-15,2017,6,15,28.511904762857142,73.47357142857143,3.048,19825.3,5.0,4.0,14.0,4.0,3.0,7.0,6.0,14.0,6.0,7.0,3.0,2.0,1.0,7.0,12.0,11.0,7.0,20.0,5.0,2.0,3.0,9.0,16.0,5.0,11.0,3.0,13.0,9.0,13.0,8.0,7.0,3.0,4.0,7.0,8.0,3.0,11.0,8.0,5.0,4.0,13.0,6.0,1.0,10.0,10.0,5.0,5.0,12.0,8.0,15.0,7.5,4.3248215723487435,7.0,11.0,3.0
San_Juan,2017-06-22,2017,6,22,28.36904762142857,75.68692142857142,1.956044346,20764.1,5.0,7.0,14.0,6.0,2.0,5.0,12.0,5.0,1.0,10.0,8.0,9.0,3.0,3.0,6.0,4.0,9.0,16.0,6.0,8.0,4.0,4.0,12.0,9.0,6.0,10.0,7.0,8.0,13.0,11.0,11.0,7.0,2.0,4.0,7.0,3.0,8.0,15.0,8.0,3.0,7.0,8.0,17.0,4.0,6.0,10.0,8.0,16.0,16.0,10.0,7.86,4.05074948973291,7.0,11.0,3.0
San_Juan,2017-06-29,2017,6,29,28.968253970000003,73.89968914285714,2.001029652,22213.5,7.0,13.0,6.0,4.0,2.0,5.0,9.0,5.0,8.0,9.0,15.0,2.0,16.0,8.0,8.0,2.0,5.0,3.0,9.0,12.0,5.0,9.0,4.0,8.0,2.0,6.0,6.0,15.0,4.0,3.0,14.0,6.0,6.0,3.0,12.0,19.0,4.0,3.0,10.0,7.0,9.0,7.0,5.0,4.0,16.0,4.0,13.0,9.0,7.0,6.0,7.48,4.2245154292823806,8.0,12.0,4.0
San_Juan,2017-07-06,2017,7,6,28.781746032857143,75.90178192857142,4.5108586939999995,23535.5,8.0,12.0,11.0,11.0,5.0,5.0,5.0,13.0,12.0,7.0,8.0,12.0,12.0,4.0,4.0,9.0,9.0,2.0,3.0,10.0,7.0,16.0,11.0,9.0,7.0,13.0,13.0,7.0,11.0,6.0,9.0,21.0,7.0,3.0,5.0,21.0,6.0,2.0,11.0,5.0,8.0,13.0,5.0,6.0,6.0,7.0,8.0,7.0,3.0,7.0,8.44,4.2047592083257275,8.0,12.0,4.0
San_Juan,2017-07-13,2017,7,13,29.043650792857143,76.30980857142858,4.265578298,25668.6,6.0,12.0,5.0,10.0,7.0,16.0,11.0,6.0,14.0,8.0,9.0,15.0,10.0,5.0,6.0,18.0,17.0,11.0,4.0,16.0,11.0,3.0,4.0,7.0,7.0,12.0,12.0,7.0,8.0,4.0,3.0,5.0,21.0,21.0,8.0,16.0,6.0,8.0,10.0,4.0,11.0,17.0,17.0,9.0,9.0,9.0,13.0,5.0,12.0,7.0,9.84,4.739585790909134,9.0,13.0,5.0
San_Juan,2017-07-20,2017,7,20,29.099206348571425,77.59176657142858,6.111613402,27953.8,7.0,15.0,13.0,7.0,5.0,21.0,14.0,14.0,3.0,8.0,9.0,14.0,16.0,11.0,7.0,17.0,18.0,7.0,8.0,14.0,7.0,8.0,10.0,19.0,11.0,7.0,20.0,12.0,9.0,10.0,19.0,27.0,13.0,6.0,6.0,8.0,6.0,15.0,8.0,12.0,16.0,3.0,18.0,14.0,10.0,12.0,15.0,10.0,17.0,7.0,11.66,5.101460375145893,10.0,14.0,6.0
San_Juan,2017-07-27,2017,7,27,29.24206349285714,76.04585807142858,4.943192569,29826.1,20.0,11.0,16.0,11.0,5.0,10.0,13.0,18.0,11.0,13.0,9.0,13.0,19.0,17.0,8.0,14.0,4.0,21.0,2.0,8.0,8.0,12.0,17.0,7.0,12.0,9.0,16.0,20.0,18.0,11.0,11.0,7.0,6.0,17.0,11.0,12.0,10.0,9.0,15.0,9.0,20.0,10.0,18.0,12.0,11.0,10.0,12.0,13.0,18.0,13.0,12.34,4.497663792663557,10.0,14.0,6.0
San_Juan,2017-08-03,2017,8,3,29.186507935714285,77.85495,1.653507646,30322.0,16.0,15.0,12.0,17.0,13.0,12.0,8.0,7.0,9.0,9.0,15.0,15.0,10.0,10.0,7.0,8.0,12.0,12.0,10.0,5.0,16.0,9.0,13.0,6.0,11.0,18.0,14.0,10.0,12.0,8.0,16.0,15.0,15.0,18.0,16.0,10.0,14.0,17.0,6.0,5.0,5.0,8.0,18.0,12.0,14.0,16.0,6.0,6.0,6.0,16.0,11.56,4.021168476744956,11.0,16.0,6.0
San_Juan,2017-08-10,2017,8,10,29.51984126857143,77.05819285714286,1.831726953,30187.5,17.0,4.0,10.0,10.0,15.0,15.0,14.0,6.0,8.0,11.0,8.0,5.0,24.0,9.0,9.0,11.0,19.0,16.0,12.0,10.0,13.0,15.0,19.0,12.0,8.0,9.0,17.0,16.0,10.0,9.0,11.0,8.0,14.0,2.0,7.0,6.0,10.0,17.0,4.0,15.0,12.0,11.0,17.0,13.0,9.0,13.0,12.0,20.0,6.0,12.0,11.6,4.562491263620375,11.0,16.0,6.0
San_Juan,2017-08-17,2017,8,17,28.58333333285714,81.48855714285715,10.338308000000001,31605.5,1.0,11.0,16.0,10.0,17.0,10.0,3.0,11.0,12.0,16.0,10.0,8.0,8.0,16.0,11.0,20.0,11.0,5.0,19.0,12.0,2.0,16.0,8.0,17.0,9.0,8.0,12.0,11.0,12.0,13.0,12.0,12.0,12.0,14.0,27.0,10.0,10.0,9.0,16.0,14.0,18.0,11.0,16.0,8.0,14.0,14.0,19.0,6.0,6.0,11.0,11.88,4.809174904836184,11.0,16.0,6.0
San_Juan,2017-08-24,2017,8,24,29.37301587285714,75.53325714285714,5.588537843,32980.3,9.0,14.0,18.0,12.0,22.0,7.0,9.0,19.0,9.0,7.0,11.0,17.0,14.0,14.0,17.0,11.0,14.0,28.0,7.0,16.0,11.0,9.0,7.0,20.0,13.0,20.0,12.0,27.0,7.0,12.0,11.0,7.0,8.0,12.0,13.0,13.0,12.0,13.0,8.0,11.0,13.0,9.0,5.0,15.0,16.0,9.0,20.0,19.0,7.0,19.0,13.06,5.203648641450869,12.0,17.0,7.0
San_Juan,2017-08-31,2017,8,31,28.71031746,79.16787857142857,6.274285453,32288.3,10.0,14.0,16.0,8.0,5.0,11.0,21.0,9.0,7.0,13.0,18.0,3.0,6.0,9.0,12.0,8.0,8.0,15.0,12.0,5.0,13.0,13.0,16.0,7.0,15.0,16.0,16.0,9.0,12.0,3.0,9.0,7.0,4.0,7.0,15.0,9.0,12.0,6.0,11.0,17.0,9.0,5.0,13.0,12.0,11.0,18.0,11.0,20.0,7.0,8.0,10.82,4.443247571269447,11.0,16.0,6.0
San_Juan,2017-09-07,2017,9,7,29.49206349142857,74.42837178571428,1.651508,30791.5,4.0,11.0,9.0,10.0,8.0,6.0,7.0,21.0,16.0,5.0,12.0,7.0,22.0,13.0,17.0,17.0,16.0,9.0,6.0,16.0,12.0,15.0,9.0,16.0,12.0,18.0,16.0,15.0,8.0,14.0,10.0,9.0,17.0,9.0,23.0,28.0,12.0,13.0,9.0,10.0,10.0,14.0,11.0,4.0,13.0,8.0,10.0,19.0,5.0,14.0,12.3,5.1478150704935,11.0,16.0,6.0
San_Juan,2017-09-14,2017,9,14,29.19444444285714,78.67318328571427,6.477253999999999,29741.0,11.0,14.0,4.0,14.0,15.0,9.0,10.0,7.0,5.0,14.0,10.0,16.0,4.0,23.0,9.0,19.0,8.0,14.0,10.0,10.0,10.0,6.0,11.0,10.0,7.0,12.0,12.0,9.0,11.0,6.0,19.0,6.0,8.0,10.0,22.0,20.0,16.0,3.0,18.0,14.0,11.0,14.0,6.0,6.0,10.0,8.0,23.0,8.0,10.0,22.0,11.48,5.171507497424553,10.0,14.0,6.0
San_Juan,2017-09-21,2017,9,21,29.583333332857144,84.86233052857142,7.814741142000001,29739.8,14.0,6.0,10.0,9.0,11.0,7.0,7.0,9.0,6.0,24.0,13.0,16.0,6.0,15.0,14.0,8.0,6.0,10.0,10.0,7.0,13.0,13.0,11.0,19.0,13.0,11.0,4.0,7.0,7.0,9.0,10.0,12.0,12.0,9.0,14.0,17.0,10.0,6.0,19.0,13.0,10.0,17.0,9.0,15.0,12.0,6.0,8.0,10.0,14.0,10.0,10.96,4.065584778581887,10.0,14.0,6.0
San_Juan,2017-09-28,2017,9,28,28.198412698571428,85.92799285714285,2.785419752,30430.9,9.0,6.0,22.0,5.0,16.0,12.0,13.0,24.0,5.0,3.0,10.0,11.0,9.0,26.0,3.0,11.0,10.0,17.0,24.0,14.0,7.0,11.0,12.0,10.0,12.0,7.0,22.0,7.0,14.0,5.0,26.0,12.0,9.0,14.0,12.0,17.0,25.0,22.0,12.0,8.0,13.0,21.0,16.0,9.0,19.0,8.0,10.0,17.0,16.0,17.0,13.2,6.187545093630776,11.0,16.0,6.0
San_Juan,2017-10-05,2017,10,5,28.285714285714285,82.84760285714286,4.800854,31067.1,17.0,13.0,18.0,11.0,21.0,13.0,20.0,21.0,6.0,8.0,19.0,9.0,5.0,14.0,15.0,15.0,8.0,16.0,12.0,18.0,13.0,13.0,4.0,16.0,17.0,8.0,17.0,8.0,16.0,17.0,10.0,11.0,11.0,14.0,21.0,13.0,11.0,8.0,4.0,12.0,13.0,14.0,12.0,10.0,17.0,4.0,9.0,11.0,6.0,7.0,12.52,4.678391490541969,11.0,16.0,6.0
San_Juan,2017-10-12,2017,10,12,28.234126984285716,87.94933571428571,10.490962,31226.5,7.0,19.0,8.0,9.0,9.0,9.0,6.0,9.0,9.0,29.0,9.0,10.0,6.0,9.0,16.0,12.0,12.0,16.0,28.0,18.0,8.0,10.0,18.0,4.0,8.0,13.0,14.0,7.0,14.0,15.0,10.0,18.0,18.0,11.0,4.0,15.0,24.0,17.0,12.0,9.0,9.0,11.0,10.0,11.0,10.0,22.0,8.0,10.0,3.0,10.0,12.06,5.665542105301025,11.0,16.0,6.0
San_Juan,2017-10-19,2017,10,19,28.333333334285715,77.0745575,1.245108,30629.7,5.0,12.0,10.0,33.0,15.0,21.0,14.0,4.0,10.0,14.0,12.0,8.0,10.0,10.0,5.0,20.0,8.0,30.0,11.0,15.0,17.0,16.0,16.0,17.0,20.0,12.0,11.0,7.0,7.0,19.0,9.0,14.0,11.0,10.0,13.0,20.0,6.0,9.0,4.0,12.0,20.0,19.0,13.0,10.0,12.0,20.0,15.0,16.0,6.0,16.0,13.28,5.996733804875001,11.0,16.0,6.0
San_Juan,2017-10-26,2017,10,26,28.527777778571426,80.996394,0.05207,29257.3,9.0,13.0,18.0,6.0,8.0,5.0,24.0,11.0,10.0,13.0,4.0,13.0,7.0,14.0,10.0,10.0,5.0,4.0,8.0,17.0,11.0,6.0,4.0,20.0,18.0,15.0,15.0,7.0,8.0,10.0,11.0,10.0,10.0,18.0,10.0,4.0,11.0,10.0,14.0,11.0,21.0,14.0,11.0,14.0,9.0,14.0,16.0,11.0,10.0,10.0,11.24,4.605054897853543,10.0,14.0,6.0
San_Juan,2017-11-02,2017,11,2,27.142857142857142,83.23955000000001,12.573762,28551.100000000002,21.0,20.0,14.0,10.0,7.0,9.0,9.0,16.0,27.0,9.0,17.0,8.0,5.0,12.0,15.0,9.0,14.0,15.0,21.0,14.0,14.0,11.0,10.0,13.0,7.0,6.0,7.0,19.0,14.0,2.0,17.0,15.0,16.0,10.0,4.0,14.0,9.0,14.0,10.0,11.0,16.0,9.0,5.0,6.0,18.0,15.0,15.0,11.0,15.0,8.0,12.26,5.005344082853355,10.0,14.0,6.0
San_Juan,2017-11-09,2017,11,9,27.89682539857143,82.15985714285715,2.591308,29482.4,13.0,16.0,11.0,3.0,9.0,9.0,12.0,14.0,30.0,12.0,12.0,10.0,12.0,7.0,9.0,13.0,7.0,12.0,5.0,17.0,16.0,13.0,14.0,10.0,13.0,5.0,7.0,13.0,14.0,13.0,7.0,9.0,18.0,7.0,6.0,17.0,16.0,13.0,7.0,12.0,11.0,5.0,8.0,12.0,5.0,12.0,4.0,11.0,7.0,20.0,11.16,4.782450912941385,10.0,14.0,6.0
San_Juan,2017-11-16,2017,11,16,27.777777775714288,82.96652142857144,10.3124,29706.7,8.0,13.0,7.0,12.0,17.0,6.0,6.0,6.0,9.0,12.0,5.0,16.0,9.0,7.0,7.0,9.0,10.0,9.0,8.0,15.0,11.0,13.0,6.0,3.0,5.0,11.0,8.0,7.0,19.0,16.0,5.0,12.0,7.0,7.0,12.0,8.0,14.0,6.0,13.0,15.0,17.0,12.0,7.0,14.0,18.0,12.0,12.0,13.0,8.0,13.0,10.3,3.93441124397726,10.0,14.0,6.0
San_Juan,2017-11-23,2017,11,23,27.817460317142856,79.12116457142858,0.305562,28296.4,6.0,10.0,26.0,13.0,12.0,13.0,14.0,7.0,8.0,14.0,15.0,12.0,10.0,4.0,10.0,11.0,10.0,16.0,9.0,16.0,18.0,8.0,16.0,15.0,13.0,17.0,31.0,6.0,14.0,4.0,10.0,15.0,5.0,5.0,13.0,9.0,8.0,8.0,8.0,9.0,17.0,14.0,7.0,15.0,10.0,8.0,14.0,3.0,12.0,3.0,11.42,5.330275483940195,10.0,14.0,6.0
San_Juan,2017-11-30,2017,11,30,26.785714284285717,84.60299714285715,3.9629079999999997,27015.1,11.0,10.0,2.0,10.0,11.0,10.0,2.0,13.0,9.0,8.0,5.0,13.0,9.0,10.0,12.0,7.0,3.0,14.0,9.0,11.0,9.0,13.0,6.0,15.0,8.0,11.0,5.0,8.0,12.0,10.0,6.0,8.0,20.0,10.0,10.0,10.0,10.0,16.0,2.0,8.0,5.0,13.0,5.0,7.0,11.0,10.0,1.0,7.0,14.0,8.0,9.14,3.817307524249766,9.0,13.0,5.0
