Location,Datetime,Year,Month,Day,Avg_Temp,Humidity,Precip,MoLS,mols_run_0,mols_run_1,mols_run_2,mols_run_3,mols_run_4,mols_run_5,mols_run_6,mols_run_7,mols_run_8,mols_run_9,mols_run_10,mols_run_11,mols_run_12,mols_run_13,mols_run_14,mols_run_15,mols_run_16,mols_run_17,mols_run_18,mols_run_19,mols_run_20,mols_run_21,mols_run_22,mols_run_23,mols_run_24,mols_run_25,mols_run_26,mols_run_27,mols_run_28,mols_run_29,mols_run_30,mols_run_31,mols_run_32,mols_run_33,mols_run_34,mols_run_35,mols_run_36,mols_run_37,mols_run_38,mols_run_39,mols_run_40,mols_run_41,mols_run_42,mols_run_43,mols_run_44,mols_run_45,mols_run_46,mols_run_47,mols_run_48,mols_run_49,Ref,Ref_sd,True_mu,True_u_forecast_quant,True_l_forecast_quant
San_Juan,2017-04-13,2017,4,13,27.015873014285717,76.90056428571428,6.653415981,19376.3,7.0,7.0,9.0,7.0,9.0,9.0,13.0,6.0,2.0,8.0,10.0,5.0,16.0,8.0,7.0,10.0,4.0,16.0,10.0,7.0,18.0,11.0,9.0,7.0,10.0,12.0,10.0,15.0,8.0,3.0,10.0,13.0,9.0,13.0,8.0,8.0,5.0,11.0,2.0,6.0,8.0,13.0,8.0,13.0,11.0,9.0,10.0,5.0,10.0,11.0,9.12,3.450170063835659,9.30048,12.0,6.0
San_Juan,2017-04-20,2017,4,20,27.936507934285714,74.3545457142857,1.8755940990000002,18968.7,5.0,9.0,14.0,10.0,20.0,8.0,14.0,7.0,14.0,13.0,10.0,12.0,14.0,8.0,8.0,15.0,13.0,13.0,13.0,9.0,15.0,10.0,15.0,5.0,9.0,17.0,11.0,10.0,11.0,4.0,13.0,10.0,9.0,8.0,12.0,4.0,9.0,11.0,7.0,16.0,6.0,11.0,10.0,8.0,9.0,4.0,5.0,11.0,12.0,14.0,10.5,3.592793239988369,9.10464,12.0,6.0
San_Juan,2017-04-27,2017,4,27,26.392857142857142,86.44275928571427,6.398726031,19679.4,10.0,11.0,8.0,6.0,6.0,8.0,14.0,9.0,9.0,7.0,9.0,12.0,13.0,9.0,8.0,15.0,7.0,11.0,13.0,10.0,11.0,7.0,18.0,5.0,7.0,8.0,9.0,11.0,15.0,10.0,8.0,10.0,9.0,7.0,8.0,12.0,16.0,10.0,9.0,7.0,12.0,10.0,4.0,11.0,9.0,16.0,7.0,10.0,13.0,5.0,9.78,3.052533240387968,9.445920000000001,12.0,6.0
San_Juan,2017-05-04,2017,5,4,27.41269841428571,81.54108571428571,6.719839094,22700.9,9.0,5.0,9.0,5.0,13.0,13.0,6.0,11.0,15.0,7.0,10.0,13.0,7.0,10.0,13.0,10.0,11.0,11.0,13.0,12.0,10.0,10.0,8.0,12.0,7.0,11.0,15.0,8.0,11.0,6.0,10.0,9.0,10.0,11.0,10.0,11.0,8.0,19.0,14.0,14.0,12.0,12.0,10.0,7.0,13.0,9.0,9.0,17.0,12.0,14.0,10.64,2.9399430787214995,10.896,14.0,8.0
San_Juan,2017-05-11,2017,5,11,28.293650794285718,79.88805714285715,8.391561852,26733.6,8.0,10.0,10.0,8.0,10.0,16.0,14.0,13.0,14.0,13.0,17.0,16.0,10.0,9.0,9.0,18.0,16.0,15.0,13.0,8.0,13.0,17.0,16.0,13.0,8.0,12.0,16.0,14.0,11.0,9.0,10.0,11.0,13.0,9.0,12.0,11.0,18.0,16.0,14.0,10.0,9.0,11.0,12.0,16.0,12.0,13.0,10.0,10.0,11.0,9.0,12.26,2.919393283347953,12.83184,16.0,9.0
San_Juan,2017-05-18,2017,5,18,28.869047618571425,73.68342857142856,2.137824996,27435.3,9.0,15.0,7.0,14.0,13.0,17.0,14.0,11.0,9.0,15.0,16.0,9.0,11.0,15.0,14.0,18.0,13.0,12.0,10.0,15.0,17.0,8.0,12.0,14.0,11.0,14.0,15.0,12.0,8.0,12.0,18.0,12.0,7.0,15.0,12.0,13.0,17.0,12.0,13.0,11.0,10.0,15.0,18.0,12.0,9.0,19.0,18.0,7.0,18.0,13.0,12.98,3.2418815398418475,13.168800000000001,17.0,10.0
San_Juan,2017-05-25,2017,5,25,28.071428572857144,76.14994285714286,6.475734243000001,25398.4,9.0,10.0,8.0,2.0,19.0,9.0,14.0,13.0,11.0,9.0,10.0,11.0,15.0,15.0,17.0,7.0,14.0,14.0,5.0,13.0,7.0,9.0,9.0,18.0,17.0,14.0,9.0,14.0,13.0,7.0,16.0,11.0,12.0,20.0,17.0,17.0,14.0,11.0,13.0,13.0,10.0,18.0,9.0,8.0,11.0,12.0,15.0,16.0,20.0,18.0,12.46,4.036618103596836,12.191040000000001,16.0,9.0
San_Juan,2017-06-01,2017,6,1,28.551587301428572,73.69037142857142,2.970218529,23840.7,12.0,18.0,13.0,10.0,14.0,12.0,14.0,1.0,10.0,8.0,7.0,19.0,15.0,14.0,14.0,14.0,10.0,8.0,7.0,12.0,13.0,13.0,8.0,13.0,10.0,13.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,11.0,13.0,13.0,14.0,5.0,13.0,16.0,16.0,7.0,12.0,14.0,12.0,12.0,15.0,10.0,6.0,12.0,11.24,3.4496968219345456,11.443200000000001,15.0,8.0
San_Juan,2017-06-08,2017,6,8,28.325396825714286,74.02487857142857,2.2357310220000004,21567.8,7.0,8.0,10.0,15.0,8.0,11.0,13.0,13.0,6.0,8.0,7.0,9.0,15.0,12.0,7.0,9.0,9.0,9.0,10.0,10.0,9.0,9.0,7.0,10.0,12.0,13.0,11.0,6.0,10.0,9.0,13.0,12.0,5.0,7.0,9.0,8.0,9.0,10.0,8.0,13.0,13.0,8.0,13.0,14.0,4.0,12.0,14.0,8.0,17.0,15.0,10.08,2.8985569949651193,10.35216,14.0,7.0
San_Juan,2017-06-15,2017,6,15,28.511904762857142,73.47357142857143,3.048,19825.3,17.0,12.0,6.0,10.0,10.0,10.0,9.0,7.0,9.0,7.0,8.0,12.0,9.0,5.0,9.0,12.0,11.0,7.0,4.0,14.0,10.0,16.0,13.0,9.0,19.0,9.0,16.0,9.0,3.0,6.0,10.0,9.0,4.0,9.0,9.0,10.0,13.0,13.0,7.0,6.0,8.0,6.0,10.0,14.0,7.0,12.0,3.0,15.0,7.0,13.0,9.66,3.606173844383874,9.516,13.0,6.0
San_Juan,2017-06-22,2017,6,22,28.36904762142857,75.68692142857142,1.956044346,20764.1,11.0,6.0,10.0,11.0,7.0,10.0,7.0,12.0,13.0,7.0,6.0,8.0,11.0,12.0,11.0,9.0,9.0,7.0,6.0,7.0,13.0,14.0,16.0,13.0,10.0,11.0,8.0,3.0,11.0,8.0,15.0,9.0,10.0,6.0,15.0,11.0,13.0,8.0,9.0,9.0,12.0,13.0,12.0,9.0,14.0,11.0,12.0,7.0,11.0,14.0,10.14,2.8428930363850364,9.96672,13.0,7.0
San_Juan,2017-06-29,2017,6,29,28.968253970000003,73.89968914285714,2.001029652,22213.5,11.0,7.0,4.0,10.0,13.0,15.0,11.0,12.0,15.0,9.0,15.0,11.0,8.0,10.0,11.0,11.0,13.0,13.0,15.0,12.0,12.0,9.0,13.0,12.0,9.0,11.0,8.0,9.0,11.0,9.0,7.0,15.0,8.0,12.0,15.0,13.0,16.0,5.0,7.0,16.0,8.0,9.0,14.0,8.0,7.0,12.0,9.0,1.0,10.0,9.0,10.6,3.2007652146297256,10.66224,14.0,7.0
San_Juan,2017-07-06,2017,7,6,28.781746032857143,75.90178192857142,4.5108586939999995,23535.5,13.0,8.0,9.0,13.0,9.0,12.0,12.0,8.0,15.0,19.0,11.0,10.0,10.0,7.0,12.0,16.0,13.0,10.0,11.0,10.0,12.0,12.0,11.0,12.0,11.0,9.0,4.0,13.0,12.0,16.0,11.0,11.0,14.0,8.0,10.0,16.0,14.0,14.0,10.0,11.0,15.0,9.0,11.0,13.0,7.0,5.0,8.0,8.0,8.0,4.0,10.94,3.086573954323823,11.296800000000001,15.0,8.0
San_Juan,2017-07-13,2017,7,13,29.043650792857143,76.30980857142858,4.265578298,25668.6,12.0,9.0,15.0,15.0,7.0,7.0,13.0,13.0,13.0,17.0,10.0,12.0,13.0,11.0,13.0,12.0,12.0,21.0,8.0,19.0,10.0,13.0,20.0,12.0,10.0,9.0,12.0,14.0,8.0,19.0,11.0,13.0,6.0,17.0,11.0,11.0,6.0,7.0,24.0,14.0,16.0,8.0,8.0,15.0,13.0,12.0,14.0,14.0,13.0,15.0,12.54,3.8977230401811753,12.320640000000001,16.0,9.0
San_Juan,2017-07-20,2017,7,20,29.099206348571425,77.59176657142858,6.111613402,27953.8,14.0,14.0,10.0,20.0,16.0,14.0,10.0,15.0,13.0,8.0,10.0,12.0,9.0,14.0,11.0,13.0,15.0,10.0,10.0,10.0,15.0,15.0,12.0,16.0,10.0,15.0,9.0,13.0,9.0,10.0,9.0,10.0,12.0,20.0,16.0,14.0,9.0,19.0,21.0,10.0,14.0,10.0,14.0,19.0,17.0,12.0,10.0,14.0,19.0,15.0,13.12,3.3965168232488185,13.417440000000001,17.0,10.0
San_Juan,2017-07-27,2017,7,27,29.24206349285714,76.04585807142858,4.943192569,29826.1,14.0,21.0,14.0,9.0,16.0,15.0,7.0,10.0,13.0,18.0,17.0,10.0,21.0,22.0,20.0,14.0,4.0,14.0,13.0,17.0,16.0,13.0,21.0,19.0,14.0,14.0,10.0,16.0,20.0,8.0,17.0,12.0,18.0,11.0,19.0,17.0,16.0,15.0,16.0,8.0,16.0,14.0,16.0,10.0,16.0,21.0,11.0,7.0,13.0,16.0,14.58,4.1800790930902005,14.31648,18.0,11.0
San_Juan,2017-08-03,2017,8,3,29.186507935714285,77.85495,1.653507646,30322.0,20.0,14.0,11.0,22.0,15.0,19.0,11.0,9.0,18.0,14.0,12.0,18.0,16.0,12.0,12.0,13.0,16.0,17.0,16.0,13.0,10.0,15.0,16.0,14.0,14.0,16.0,20.0,16.0,14.0,14.0,14.0,10.0,18.0,15.0,21.0,18.0,16.0,13.0,11.0,16.0,9.0,15.0,13.0,14.0,12.0,10.0,17.0,6.0,12.0,16.0,14.46,3.3025036884528833,14.55456,18.0,11.0
San_Juan,2017-08-10,2017,8,10,29.51984126857143,77.05819285714286,1.831726953,30187.5,13.0,6.0,9.0,12.0,13.0,8.0,7.0,12.0,20.0,15.0,22.0,10.0,11.0,13.0,12.0,15.0,11.0,16.0,16.0,15.0,12.0,7.0,17.0,14.0,18.0,17.0,21.0,10.0,19.0,14.0,20.0,19.0,8.0,13.0,14.0,9.0,13.0,12.0,20.0,8.0,17.0,18.0,15.0,13.0,14.0,12.0,11.0,15.0,15.0,15.0,13.72,3.912512632828272,14.48976,18.0,11.0
San_Juan,2017-08-17,2017,8,17,28.58333333285714,81.48855714285715,10.338308000000001,31605.5,11.0,14.0,17.0,15.0,10.0,12.0,23.0,17.0,13.0,16.0,12.0,23.0,18.0,20.0,12.0,12.0,18.0,16.0,10.0,15.0,18.0,16.0,12.0,16.0,21.0,14.0,17.0,14.0,26.0,16.0,14.0,17.0,16.0,16.0,15.0,21.0,11.0,20.0,12.0,20.0,19.0,18.0,19.0,15.0,13.0,9.0,16.0,17.0,14.0,12.0,15.76,3.6620502788599123,15.1704,19.0,11.0
San_Juan,2017-08-24,2017,8,24,29.37301587285714,75.53325714285714,5.588537843,32980.3,18.0,16.0,18.0,8.0,17.0,21.0,8.0,8.0,18.0,19.0,15.0,15.0,16.0,14.0,15.0,18.0,20.0,16.0,10.0,18.0,13.0,18.0,18.0,16.0,18.0,15.0,17.0,12.0,13.0,16.0,19.0,15.0,15.0,22.0,19.0,12.0,13.0,20.0,19.0,15.0,7.0,21.0,18.0,10.0,16.0,14.0,11.0,12.0,21.0,23.0,15.72,3.838792327101356,15.830400000000001,20.0,12.0
San_Juan,2017-08-31,2017,8,31,28.71031746,79.16787857142857,6.274285453,32288.3,14.0,13.0,11.0,12.0,16.0,9.0,5.0,13.0,21.0,11.0,19.0,21.0,15.0,16.0,17.0,17.0,13.0,12.0,15.0,8.0,11.0,14.0,20.0,11.0,18.0,13.0,16.0,13.0,13.0,16.0,16.0,8.0,15.0,10.0,16.0,19.0,16.0,17.0,11.0,13.0,11.0,14.0,13.0,9.0,15.0,21.0,14.0,13.0,10.0,13.0,13.94,3.5422234456306554,15.498240000000001,19.0,12.0
San_Juan,2017-09-07,2017,9,7,29.49206349142857,74.42837178571428,1.651508,30791.5,16.0,17.0,7.0,21.0,7.0,16.0,10.0,14.0,11.0,8.0,17.0,18.0,12.0,11.0,14.0,11.0,16.0,17.0,17.0,14.0,16.0,16.0,14.0,16.0,21.0,17.0,15.0,15.0,14.0,15.0,16.0,14.0,18.0,17.0,12.0,12.0,11.0,14.0,13.0,11.0,15.0,17.0,14.0,13.0,12.0,10.0,23.0,14.0,8.0,14.0,14.22,3.4064165143722156,14.77968,19.0,11.0
San_Juan,2017-09-14,2017,9,14,29.19444444285714,78.67318328571427,6.477253999999999,29741.0,16.0,13.0,14.0,9.0,13.0,10.0,11.0,17.0,11.0,15.0,14.0,17.0,12.0,15.0,18.0,14.0,15.0,10.0,12.0,11.0,17.0,16.0,14.0,13.0,10.0,15.0,15.0,16.0,11.0,10.0,13.0,15.0,9.0,18.0,14.0,12.0,11.0,13.0,15.0,21.0,20.0,14.0,10.0,8.0,12.0,13.0,15.0,19.0,13.0,17.0,13.72,2.955727749744933,14.27568,18.0,11.0
San_Juan,2017-09-21,2017,9,21,29.583333332857144,84.86233052857142,7.814741142000001,29739.8,17.0,15.0,12.0,12.0,19.0,19.0,13.0,7.0,23.0,15.0,12.0,20.0,18.0,9.0,19.0,13.0,6.0,19.0,24.0,21.0,13.0,16.0,19.0,12.0,13.0,16.0,14.0,14.0,9.0,19.0,21.0,10.0,17.0,15.0,17.0,12.0,16.0,15.0,15.0,14.0,15.0,6.0,10.0,18.0,15.0,18.0,12.0,23.0,15.0,14.0,15.12,4.202234585337196,14.27472,18.0,11.0
San_Juan,2017-09-28,2017,9,28,28.198412698571428,85.92799285714285,2.785419752,30430.9,18.0,13.0,11.0,12.0,17.0,20.0,8.0,16.0,19.0,11.0,11.0,19.0,20.0,11.0,14.0,15.0,15.0,19.0,7.0,10.0,10.0,12.0,18.0,17.0,12.0,17.0,12.0,13.0,23.0,13.0,18.0,15.0,16.0,25.0,19.0,10.0,13.0,15.0,12.0,15.0,22.0,17.0,16.0,16.0,11.0,15.0,17.0,16.0,15.0,12.0,14.96,3.8277184550889545,14.6064,18.0,11.0
San_Juan,2017-10-05,2017,10,5,28.285714285714285,82.84760285714286,4.800854,31067.1,12.0,21.0,13.0,15.0,12.0,18.0,11.0,13.0,12.0,19.0,15.0,15.0,20.0,19.0,7.0,11.0,18.0,15.0,9.0,16.0,16.0,17.0,14.0,14.0,17.0,13.0,9.0,15.0,18.0,8.0,17.0,10.0,19.0,14.0,13.0,16.0,18.0,15.0,10.0,18.0,16.0,23.0,23.0,12.0,15.0,17.0,18.0,21.0,16.0,7.0,15.0,3.8703477668983046,14.91216,19.0,11.0
San_Juan,2017-10-12,2017,10,12,28.234126984285716,87.94933571428571,10.490962,31226.5,10.0,17.0,16.0,16.0,23.0,17.0,19.0,11.0,16.0,20.0,19.0,9.0,14.0,18.0,15.0,16.0,13.0,11.0,22.0,15.0,19.0,13.0,13.0,17.0,21.0,17.0,18.0,18.0,12.0,14.0,14.0,20.0,9.0,17.0,17.0,16.0,13.0,12.0,15.0,17.0,23.0,9.0,17.0,13.0,17.0,13.0,16.0,12.0,17.0,18.0,15.68,3.4666928308798095,14.988480000000001,19.0,11.0
San_Juan,2017-10-19,2017,10,19,28.333333334285715,77.0745575,1.245108,30629.7,19.0,7.0,14.0,15.0,13.0,14.0,18.0,16.0,11.0,16.0,16.0,18.0,15.0,15.0,10.0,12.0,13.0,20.0,9.0,13.0,18.0,21.0,15.0,23.0,19.0,14.0,13.0,13.0,12.0,16.0,21.0,16.0,15.0,17.0,13.0,24.0,13.0,16.0,13.0,19.0,16.0,18.0,14.0,17.0,17.0,8.0,12.0,9.0,10.0,10.0,14.92,3.735325027520964,14.701920000000001,19.0,11.0
San_Juan,2017-10-26,2017,10,26,28.527777778571426,80.996394,0.05207,29257.3,16.0,9.0,14.0,10.0,12.0,17.0,11.0,14.0,12.0,10.0,12.0,17.0,13.0,10.0,12.0,13.0,10.0,25.0,15.0,14.0,13.0,10.0,12.0,15.0,15.0,19.0,19.0,14.0,14.0,18.0,16.0,15.0,17.0,12.0,14.0,21.0,15.0,20.0,11.0,7.0,12.0,14.0,17.0,6.0,12.0,12.0,9.0,11.0,10.0,17.0,13.66,3.6399708453642923,14.04336,18.0,10.0
San_Juan,2017-11-02,2017,11,2,27.142857142857142,83.23955000000001,12.573762,28551.100000000002,8.0,13.0,18.0,7.0,10.0,17.0,22.0,17.0,11.0,13.0,9.0,19.0,8.0,17.0,17.0,9.0,12.0,12.0,13.0,9.0,13.0,16.0,12.0,15.0,17.0,12.0,21.0,14.0,11.0,8.0,10.0,21.0,18.0,14.0,18.0,12.0,18.0,9.0,15.0,7.0,11.0,9.0,20.0,8.0,17.0,10.0,16.0,14.0,13.0,18.0,13.56,4.1015676445545965,13.70448,17.0,10.0
San_Juan,2017-11-09,2017,11,9,27.89682539857143,82.15985714285715,2.591308,29482.4,13.0,8.0,18.0,17.0,12.0,9.0,19.0,21.0,15.0,13.0,9.0,9.0,18.0,8.0,14.0,20.0,8.0,14.0,11.0,20.0,9.0,19.0,14.0,21.0,12.0,16.0,14.0,15.0,11.0,24.0,15.0,14.0,12.0,17.0,12.0,16.0,16.0,17.0,8.0,13.0,13.0,15.0,18.0,19.0,19.0,8.0,17.0,13.0,9.0,12.0,14.28,4.076012457171887,14.15136,18.0,10.0
San_Juan,2017-11-16,2017,11,16,27.777777775714288,82.96652142857144,10.3124,29706.7,10.0,22.0,15.0,3.0,13.0,11.0,21.0,14.0,16.0,15.0,17.0,20.0,13.0,9.0,22.0,9.0,9.0,17.0,12.0,11.0,3.0,13.0,9.0,18.0,15.0,18.0,14.0,13.0,16.0,20.0,20.0,17.0,9.0,15.0,9.0,9.0,15.0,16.0,16.0,21.0,11.0,14.0,12.0,9.0,12.0,18.0,18.0,12.0,22.0,9.0,14.04,4.606827231713508,14.25888,18.0,11.0
San_Juan,2017-11-23,2017,11,23,27.817460317142856,79.12116457142858,0.305562,28296.4,14.0,8.0,12.0,7.0,13.0,15.0,16.0,12.0,14.0,12.0,8.0,13.0,17.0,15.0,14.0,16.0,13.0,8.0,12.0,13.0,9.0,14.0,11.0,9.0,14.0,16.0,9.0,10.0,16.0,20.0,9.0,12.0,16.0,17.0,12.0,16.0,9.0,16.0,16.0,12.0,21.0,12.0,10.0,15.0,11.0,21.0,14.0,3.0,16.0,10.0,12.96,3.6194485993401404,13.58208,17.0,10.0
San_Juan,2017-11-30,2017,11,30,26.785714284285717,84.60299714285715,3.9629079999999997,27015.1,12.0,14.0,14.0,13.0,15.0,13.0,14.0,10.0,13.0,19.0,14.0,10.0,19.0,17.0,17.0,13.0,12.0,16.0,19.0,22.0,13.0,17.0,13.0,17.0,16.0,18.0,14.0,12.0,14.0,12.0,9.0,18.0,14.0,16.0,11.0,12.0,9.0,11.0,16.0,15.0,11.0,16.0,13.0,12.0,11.0,11.0,13.0,14.0,16.0,9.0,13.98,2.9171554498119137,12.9672,17.0,9.0
