station,day,max_temp_f,min_temp_f,precip_in,min_rh,avg_rh,max_rh
TJNR,1/31/2000,81,73,0,67.2191,77.52707,94.1002
TJNR,2/1/2000,82,72,0.01,71.3899,82.17383,100
TJNR,2/2/2000,83,74,0,67.4378,78.39987,84.8003
TJNR,2/3/2000,79,73,0.03,71.7228,82.14547,94.1002
TJNR,2/4/2000,81,72,0.01,74.148,85.991066,96.993
TJNR,2/5/2000,82,71,0,76.9034,91.01588,100
TJNR,2/6/2000,82,70,0.15,64.5384,84.09624,100
TJNR,2/7/2000,82,72,0.12,65.7435,85.3667,100
TJNR,2/8/2000,81,75,0,76.1914,83.76405,93.5695
TJNR,2/9/2000,82.9,73,0,69.4343,80.623436,98.201
TJNR,2/10/2000,81,70,0.05,74.1149,87.34288,100
TJNR,2/11/2000,82,69,0,73.249,87.15696,80.45595
TJNR,2/12/2000,83,71.1,0.0001,65.0019,78.08611,90.14
TJNR,2/13/2000,80,75,0.02,69.2256,78.413086,84.9155
TJNR,2/14/2000,83,71,0.12,66.9263,82.91525,96.993
TJNR,2/15/2000,81,73.9,0.05,71.3899,78.93077,88.5888
TJNR,2/16/2000,81,72,0.03,66.7046,77.29456,90.6553
TJNR,2/17/2000,81,71,0.06,62.4018,77.83697,90.6553
TJNR,2/18/2000,83,74,0.41,63.0313,79.62876,90.2171
TJNR,2/19/2000,80,73,0.04,69.2256,78.14641,94.1002
TJNR,2/20/2000,81,74,0,67.219124,75.81557,84.3436
TJNR,2/21/2000,81,74,0.24,74.148,84.79729,90.8013
TJNR,2/22/2000,80,74,0,,,
TJNR,2/23/2000,,,0.0001,,,
TJNR,2/24/2000,,,0,,,
TJNR,2/25/2000,,,0.28,,,
TJNR,2/26/2000,,,0.01,,,
TJNR,2/27/2000,,,0.02,,,
TJNR,2/28/2000,,,0,,,
TJNR,2/29/2000,74,73,0.04,,,
TJNR,3/1/2000,79,70,0.06,50.6934,64.19766,79.3772
TJNR,3/2/2000,79,71,0,51.7557,62.959106,71.0139
TJNR,3/3/2000,80,70,0,46.792,59.82188,75.9592
TJNR,3/4/2000,81,71,0,49.0857,67.73545,83.209
TJNR,3/5/2000,82,69,0,60.2464,76.70638,96.9683
TJNR,3/6/2000,81,66,0,67.2191,81.19278,100
TJNR,3/7/2000,82,70,0,58.3966,74.83728,87.4073
TJNR,3/8/2000,81,70,0,48.6395,62.19323,73.4916
TJNR,3/9/2000,80,73,0,58.1365,68.19362,75.7509
TJNR,3/10/2000,80,74,0,57.9938,63.3852,73.4916
TJNR,3/11/2000,81,72,0.0001,54.0515,70.511894,87.3539
TJNR,3/12/2000,82,73,0,61.5844,71.45887,78.8081
TJNR,3/13/2000,83,74,0,47.5235,68.6461,78.8081
TJNR,3/14/2000,82,73,0,62.4018,70.9997,81.7121
TJNR,3/15/2000,81,73,0,62.4018,72.97569,81.8483
TJNR,3/16/2000,80,73,0.24,61.3594,75.14113,94.1002
TJNR,3/17/2000,83,73,0.0001,60.7359,76.68554,88.5078
TJNR,3/18/2000,81,73,0.21,65.5369,80.58815,94.1002
TJNR,3/19/2000,80,69,0,55.9745,68.743935,93.5695
TJNR,3/20/2000,79,66,0.03,64.5384,76.63619,87.2551
TJNR,3/21/2000,82,69,0.13,48.9304,78.16224,96.9683
TJNR,3/22/2000,81,68,0.04,45.2999,74.48908,100
TJNR,3/23/2000,81,64,0.0001,54.3022,79.07012,100
TJNR,3/24/2000,81,66,0.0001,55.9745,74.60217,93.3301
TJNR,3/25/2000,82,65,0,50.8367,74.10365,93.8927
TJNR,3/26/2000,81,64,0,64.2645,80.11845,100
TJNR,3/27/2000,82,67,0,60.4858,77.58994,96.9296
TJNR,3/28/2000,81,75,0.17,79.2676,95.53763,100
TJNR,3/29/2000,84,72,0.91,79.3496,91.62739,100
TJNR,3/30/2000,84,74,0,67.146,83.645164,97.0174
TJNR,3/31/2000,82,75,0.12,69.3207,73.97628,94.143
TJNR,4/1/2000,82,75,0,69.4343,78.600174,88.5888
TJNR,4/2/2000,80,73,0.01,68.5868,81.91198,97.0174
TJNR,4/3/2000,82,72,0.04,52.4748,74.18549,90.6553
TJNR,4/4/2000,81,69,0,61.3594,75.74565,90.062
TJNR,4/5/2000,83,70,0.4,65.0019,84.99574,100
TJNR,4/6/2000,83,72,0,74.3291,85.51289,100
TJNR,4/7/2000,84,74,0.08,69.6411,85.41602,97.0174
TJNR,4/8/2000,83,76,0.01,65.0019,75.79694,87.5481
TJNR,4/9/2000,84,75,0,62.5339,73.46303,83.3239
TJNR,4/10/2000,84,75,0,67.146,79.35917,88.5888
TJNR,4/11/2000,83,75,0.02,63.0313,75.75025,100
TJNR,4/12/2000,82,73,0.04,67.2191,76.62551,87.4073
TJNR,4/13/2000,80,73,0.07,71.3899,81.241005,94.1002
TJNR,4/14/2000,84,75,0,58.3156,72.10818,83.3239
TJNR,4/15/2000,85,73,0.04,54.6256,70.39414,87.4073
TJNR,4/16/2000,81,70,0,65.5369,75.29449,100
TJNR,4/17/2000,85,73.4,0.3,65.2306,81.43282,94.143
TJNR,4/18/2000,83,75,0,65.0019,83.96859,94.143
TJNR,4/19/2000,84,73,0,69.8975,83.49237,96.4172
TJNR,4/20/2000,85,72,0,65.1269,81.19756,100
TJNR,4/21/2000,83,71,0,65.7435,78.32179,100
TJNR,4/22/2000,86,76,0,62.249,77.85294,90.8013
TJNR,4/23/2000,86,76,0,63.2692,78.67518,90.8013
TJNR,4/24/2000,85,77,0,65.2306,78.5632,94.2272
TJNR,4/25/2000,85,78,0.0001,69.7345,78.59238,84.5785
TJNR,4/26/2000,84,78,0,65.9485,76.43883,84.5256
TJNR,4/27/2000,86,78,0.03,65.2306,77.98863,84.5256
TJNR,4/28/2000,86,77,0,61.1182,71.8307,83.4376
TJNR,4/29/2000,85,77,0,63.2692,73.36715,81.4972
TJNR,4/30/2000,81,75,0.05,71.9184,77.97956,88.5888
TJNR,5/1/2000,84,73,0.19,62.7745,78.36959,90.2171
TJNR,5/2/2000,84,77,0,62.7745,70.5463,84.4617
TJNR,5/3/2000,84,75,0.16,69.5285,81.083694,94.143
TJNR,5/4/2000,85,76,0,67.146,79.296524,90.8013
TJNR,5/5/2000,86,75,0,38.3073,77.86432,90.2933
TJNR,5/6/2000,86,77,0,63.2692,73.204475,84.4617
TJNR,5/7/2000,84,75,0.05,65.1269,76.855835,90.8013
TJNR,5/8/2000,90,74,0.45,65.8039,73.67865,79.116
TJNR,5/9/2000,86,77,0,60.9838,74.20036,84.4617
TJNR,5/10/2000,84,77,0.07,70.0832,78.85387,90.2933
TJNR,5/11/2000,82,73,0.41,74.247,85.91814,96.4461
TJNR,5/12/2000,85,70,0.0001,63.2692,79.88495,96.3879
TJNR,5/13/2000,84,73,0,67.146,78.20853,93.5415
TJNR,5/14/2000,85,75,0,67.2191,75.90557,87.5043
TJNR,5/15/2000,86,76,0.02,60.8714,74.03551,90.8013
TJNR,5/16/2000,87,79,0,51.2356,71.775566,79.1989
TJNR,5/17/2000,85,73,0.53,74.50838,87.93667,97.0415
TJNR,5/18/2000,84,73,0.31,74.3291,92.19206,100
TJNR,5/19/2000,85,71,0,69.5285,81.689735,100
TJNR,5/20/2000,84,75,0,67.146,77.128456,90.2171
TJNR,5/21/2000,85,74,0,66.9263,75.75076,95.7971
TJNR,5/22/2000,84,72,0,65.9485,80.059204,
TJNR,5/23/2000,87,74,0,60.9838,79.53654,97.0174
TJNR,5/24/2000,89,77,0,67.6546,77.81732,87.2222
TJNR,5/25/2000,87,74,0.3,70.0832,78.84905,100
TJNR,5/26/2000,86,79,0,65.3545,77.7088,82.0559
TJNR,5/27/2000,87,78,0,60.9838,72.88689,83.5503
TJNR,5/28/2000,87,78,0.07,56.9164,73.655464,87.1241
TJNR,5/29/2000,86,71,1.12,71.9753,85.622375,100
TJNR,5/30/2000,87,73,2.3,74.5084,84.549934,100
TJNR,5/31/2000,86,80,0.0001,74.5084,80.220215,84.6941
TJNR,6/1/2000,,,0.01,,,
TJNR,6/2/2000,85,74,0.08,,,
TJNR,6/3/2000,85,76,0.01,,,
TJNR,6/4/2000,87,77,0.07,,,
TJNR,6/5/2000,86,79,0,,,
TJNR,6/6/2000,86,78,0,,,
TJNR,6/7/2000,85,77,0.0001,,,
TJNR,6/8/2000,87,78,0.0001,,,
TJNR,6/9/2000,86,77,0,,,
TJNR,6/10/2000,86,74,0.09,71.5869,73.9474,82.0559
TJNR,6/11/2000,86,76,0.11,67.6546,76.579796,90.3345
TJNR,6/12/2000,82,75,1.21,79.116,89.69598,96.4747
TJNR,6/13/2000,86,77,0.02,70.0832,80.72037,90.3687
TJNR,6/14/2000,85,79,0.0001,69.7345,79.690125,87.6951
TJNR,6/15/2000,85,75,0.15,69.5285,79.48935,84.6417
TJNR,6/16/2000,82,75,0.34,78.621,85.9643,97.0415
TJNR,6/17/2000,86,79,0.01,72.3041,82.334076,90.3687
TJNR,6/18/2000,86,79,0,67.3637,79.03065,84.5785
TJNR,6/19/2000,85,78,0,71.782,78.15088,84.6417
TJNR,6/20/2000,85,76,0.25,67.146,78.2011,90.3687
TJNR,6/21/2000,86,74,0.26,72.3041,79.13612,87.2222
TJNR,6/22/2000,87,78,0.07,65.0834,75.94575,82.1885
TJNR,6/23/2000,86,79,0.0001,65.3545,75.54644,84.6417
TJNR,6/24/2000,85,77,0,67.146,75.60794,81.4972
TJNR,6/25/2000,85,75,0.06,67.6546,77.467316,88.6689
TJNR,6/26/2000,86,79,0.06,72.3041,80.78661,87.789
TJNR,6/27/2000,86,80,0,69.7345,78.53533,84.6417
TJNR,6/28/2000,86,80,0,67.6546,77.42616,86.1532
TJNR,6/29/2000,85,79,0,69.5285,76.48641,81.6337
TJNR,6/30/2000,85,77,0,70.0832,78.40871,90.3345
TJNR,7/1/2000,87,76,0.07,62.249,76.202156,87.6003
TJNR,7/2/2000,86,80,0.18,74.44338,82.89552,93.6981
TJNR,7/3/2000,87,76,0.01,65.0834,80.76906,90.8013
TJNR,7/4/2000,87,76,0.04,69.5389,79.00077,87.789
TJNR,7/5/2000,87,80,0,66.1518,77.24558,84.6417
TJNR,7/6/2000,87,77,0,58.9106,74.98004,84.6417
TJNR,7/7/2000,87,78,0,60.88,75.44041,82.0559
TJNR,7/8/2000,87,77,0.12,65.0834,75.818985,84.5256
TJNR,7/9/2000,88,78,0.12,65.8052,74.56257,84.5256
TJNR,7/10/2000,87,79,0.12,52.6554,64.40482,74.148
TJNR,7/11/2000,87,80,0.12,52.1938,72.78785,82.1885
TJNR,7/12/2000,88,79,0.12,63.1423,75.56026,84.6417
TJNR,7/13/2000,89,80,0.06,63.2495,79.107315,90.4094
TJNR,7/14/2000,87,79,0.12,72.08,84.62788,97.0782
TJNR,7/15/2000,88,80,0.03,65.5802,78.44617,94.2687
TJNR,7/16/2000,88,80,0,65.0834,75.72974,84.6417
TJNR,7/17/2000,88,78,0.01,65.0834,76.23351,87.6951
TJNR,7/18/2000,87,74,0.29,60.88,76.444145,93.5415
TJNR,7/19/2000,88,79,0.01,65.0834,75.23653,88.7482
TJNR,7/20/2000,87,75,0.25,71.9753,83.50392,100
TJNR,7/21/2000,87,80,0.03,69.5389,79.77091,93.7207
TJNR,7/22/2000,87,76,0.02,67.4817,79.367386,97.0415
TJNR,7/23/2000,89,79,0.0001,63.3777,79.10541,93.6709
TJNR,7/24/2000,87,80,0,67.3637,78.34047,84.7566
TJNR,7/25/2000,89,81,0,63.3777,75.15497,84.6941
TJNR,7/26/2000,88,81,0.02,65.5802,77.221504,85.314
TJNR,7/27/2000,88,81,0.01,69.5389,77.681915,83.8815
TJNR,7/28/2000,87,79,0.21,63.1423,77.61279,88.7482
TJNR,7/29/2000,91,74,1.55,57.1139,91.49128,100
TJNR,7/30/2000,88,75,0.03,69.5389,84.61285,100
TJNR,7/31/2000,86,80,0.01,74.5084,81.51143,90.4094
TJNR,8/1/2000,86,73,0.16,74.4271,83.902534,94.1002
TJNR,8/2/2000,87,79,0.0001,74.702,81.864975,90.4834
TJNR,8/3/2000,86,79,0.65,79.2676,87.593956,97.1016
TJNR,8/4/2000,89,80,0.03,74.766,83.9852,90.9823
TJNR,8/5/2000,88,81,0,74.6054,81.78498,87.789
TJNR,8/6/2000,87,81,0,70.4499,80.19171,84.7566
TJNR,8/7/2000,87,78,0.15,79.4176,88.19699,96.4901
TJNR,8/8/2000,88,81,0.01,79.7262,89.299675,93.7476
TJNR,8/9/2000,87,80,0.01,74.4434,84.1499,90.9823
TJNR,8/10/2000,86,76,0.13,71.9753,86.11262,97.0782
TJNR,8/11/2000,88,79,0,72.08,84.922134,93.6981
TJNR,8/12/2000,87,80,0.0001,69.5389,80.7031,90.9823
TJNR,8/13/2000,88,80,0,,,
TJNR,8/14/2000,87,76,0.1,71.9753,78.96803,87.789
TJNR,8/15/2000,88,77,0.14,47.9656,80.620316,90.2933
TJNR,8/16/2000,88,77,0.08,72.08,82.990654,100
TJNR,8/17/2000,90,81,0.0001,59.4165,75.66385,87.8397
TJNR,8/18/2000,88,81,0.0001,72.08,79.41936,87.789
TJNR,8/19/2000,89,78,0.04,,,
TJNR,8/20/2000,89,82,0,67.6964,78.1556,91.052
TJNR,8/21/2000,88,80,0.04,74.782,84.10624,96.5182
TJNR,8/22/2000,84,76,0.82,78.9011,93.2342,100
TJNR,8/23/2000,86,77,1.56,76.6961,87.00468,100
TJNR,8/24/2000,87,81,0.01,74.702,84.443344,90.9823
TJNR,8/25/2000,87,80,0,72.08,83.67774,90.9823
TJNR,8/26/2000,88,74,0.24,82.4493,90.76011,100
TJNR,8/27/2000,87,76,0,77.3192,85.146355,90.9823
TJNR,8/28/2000,87,80,0.13,82.106,90.21337,100
TJNR,8/29/2000,89,81,0.11,70.1589,87.10516,100
TJNR,8/30/2000,87,80,0.0001,79.6463,85.73405,90.9823
TJNR,8/31/2000,87,80,0.0001,72.08,83.212524,90.9823
TJNR,9/1/2000,87,77,0,69.7345,81.892944,93.6709
TJNR,9/2/2000,87,74,0.15,76.5296,88.11711,100
TJNR,9/3/2000,88,77,0,74.766,87.20897,100
TJNR,9/4/2000,88,77,0.0001,79.3116,88.07398,100
TJNR,9/5/2000,88,77,0.1,76.9503,90.36382,100
TJNR,9/6/2000,87,76,0.1,77.3192,88.58336,100
TJNR,9/7/2000,87,74,0.02,76.9034,83.13049,90.4094
TJNR,9/8/2000,86,75,0,77.231,84.915215,100
TJNR,9/9/2000,88,76,0,67.4817,83.136406,100
TJNR,9/10/2000,90,76,0.0001,72.2705,85.902596,100
TJNR,9/11/2000,88,76,0.0001,74.766,85.312416,100
TJNR,9/12/2000,88,81,0,69.7345,81.85681,90.9823
TJNR,9/13/2000,87,81,0,69.5389,79.99993,94.2687
TJNR,9/14/2000,90,81,0,72.08,80.942726,90.9823
TJNR,9/15/2000,89,76,0.03,67.6964,84.43694,100
TJNR,9/16/2000,88,76,0.16,74.702,90.2155,100
TJNR,9/17/2000,83,77,0.99,82.3196,92.02627,100
TJNR,9/18/2000,88,79,0,74.6054,82.7107,93.6709
TJNR,9/19/2000,86,76,0.5,77.231,87.82137,
TJNR,9/20/2000,86,79,0.01,77.3192,85.177795,90.9823
TJNR,9/21/2000,87,77,0.04,76.9503,86.793434,100
TJNR,9/22/2000,87,80,0.05,72.08,86.721565,96.5182
TJNR,9/23/2000,88,80,0,74.782,84.05847,87.789
TJNR,9/24/2000,88,78,0.01,78.9011,88.12782,96.5182
TJNR,9/25/2000,85,78,0.07,81.9625,92.55095,100
TJNR,9/26/2000,86,78,0,77.3192,90.8162,100
TJNR,9/27/2000,82,76,0.19,83.6618,91.77137,100
TJNR,9/28/2000,80,73,0.39,90.4094,96.94599,100
TJNR,9/29/2000,87,73,0.25,70.2674,90.04153,100
TJNR,9/30/2000,86,75,0.07,77.231,92.7774,100
TJNR,10/1/2000,87,75,0.05,71.782,88.65222,
TJNR,10/2/2000,87,74,0.13,74.702,90.16334,
TJNR,10/3/2000,87,74,0.12,74.6054,87.26619,100
TJNR,10/4/2000,87,78,0.0001,66.3535,78.58303,87.6951
TJNR,10/5/2000,87,75,0.11,66.3535,80.49655,91.909
TJNR,10/6/2000,86,75,0.06,71.9753,85.8042,100
TJNR,10/7/2000,87,73,0,71.9753,84.43003,100
TJNR,10/8/2000,86,75,0.43,71.9753,88.22863,100
TJNR,10/9/2000,88,78,0.0001,72.08,85.51482,100
TJNR,10/10/2000,87,76,0.0001,74.702,84.83354,100
TJNR,10/11/2000,86,74,0.0001,74.5084,84.51712,100
TJNR,10/12/2000,87,76,0.0001,72.08,85.332794,100
TJNR,10/13/2000,88,75,0,67.5795,84.578026,100
TJNR,10/14/2000,88,74,0,67.5795,85.875114,100
TJNR,10/15/2000,88,77,0,66.3535,84.68877,96.4901
TJNR,10/16/2000,87,75,0,65.0834,84.80129,100
TJNR,10/17/2000,87,74,0,58.9106,81.72506,100
TJNR,10/18/2000,87,74,0,60.1418,80.0344,97.0174
TJNR,10/19/2000,87,76,0.22,67.4817,88.151665,100
TJNR,10/20/2000,89,76,0,66.3535,80.56619,100
TJNR,10/21/2000,88,75,0.2,66.3535,80.68611,100
TJNR,10/22/2000,86,75,0.14,70.2674,88.08505,100
TJNR,10/23/2000,87,75,0.0001,70.2674,86.83127,100
TJNR,10/24/2000,87,75,0,67.4817,85.22689,100
TJNR,10/25/2000,88,75,0.06,71.9753,87.314156,100
TJNR,10/26/2000,88,76,0.22,74.702,85.90572,100
TJNR,10/27/2000,90,81,0,70.049,82.28483,90.9823
TJNR,10/28/2000,85,79,0.24,80.0404,85.81323,93.6709
TJNR,10/29/2000,88,80,0,58.7818,77.75675,93.302
TJNR,10/30/2000,84,75,0.15,78.7617,85.42778,100
TJNR,10/31/2000,84,75,0.25,74.3291,90.15879,100
TJNR,11/1/2000,88,72,0.26,61.3631,86.41173,100
TJNR,11/2/2000,86,74,0.21,70.2674,91.62629,100
TJNR,11/3/2000,85,73,0.1,56.9815,77.42382,100
TJNR,11/4/2000,86,76,0,52.7537,67.70645,84.8003
TJNR,11/5/2000,85,69,0,56.9815,69.4646,89.9831
TJNR,11/6/2000,86,70,0,60.9838,75.219955,94.0132
TJNR,11/7/2000,88,79,0.0001,66.3535,76.727264,84.7566
TJNR,11/8/2000,86,75,0.02,61.1182,73.40974,94.143
TJNR,11/9/2000,87,73,0.05,60.88,80.35327,94.2272
TJNR,11/10/2000,85,72,0,51.2489,69.99887,94.6449
TJNR,11/11/2000,85,68,0,,,
TJNR,11/12/2000,85,71,0.1,64.7712,72.49636,94.057
TJNR,11/13/2000,85,72,0,59.135,74.235725,94.057
TJNR,11/14/2000,85,75,0.02,66.1311,75.597824,83.6618
TJNR,11/15/2000,87,79,0.15,67.3637,78.8146,84.6417
TJNR,11/16/2000,87,78,0,61.1182,75.220116,87.2222
TJNR,11/17/2000,87,75,0.41,60.88,77.51403,94.143
TJNR,11/18/2000,86,78,0,66.1518,71.93083,90.8013
TJNR,11/19/2000,86,76,0.03,65.1269,74.53836,87.6003
TJNR,11/20/2000,84,78,0.45,69.6411,78.26826,90.3345
TJNR,11/21/2000,84,79,0.29,71.782,80.27081,87.6951
TJNR,11/22/2000,86,77,0.0001,69.7345,77.51259,84.5785
TJNR,11/23/2000,86,74,0.41,65.3545,80.33595,93.5695
TJNR,11/24/2000,86,75,0.05,67.3637,78.52833,90.3345
TJNR,11/25/2000,87,77,0.08,65.2306,78.522156,90.2933
TJNR,11/26/2000,86,79,0.0001,67.3637,73.32555,79.1989
TJNR,11/27/2000,86,78,0.0001,63.013,75.12025,84.5785
TJNR,11/28/2000,86,77,0.0001,74.2799,81.38086,94.2687
TJNR,11/29/2000,86,79,0.07,61.1182,75.18258,84.6417
TJNR,11/30/2000,85,78,0,74.3291,83.87202,90.3345
TJNR,12/1/2000,86,78,0,67.3637,79.8014,93.0885
TJNR,12/2/2000,86,78,0,65.3545,80.27966,93.5928
TJNR,12/3/2000,86,78,0,61.1182,79.30661,97.0415
TJNR,12/4/2000,87,76,0,60.9838,76.369965,90.2933
TJNR,12/5/2000,86,71,0,59.135,80.283264,100
TJNR,12/6/2000,87,70,0.02,54.8971,77.51573,100
TJNR,12/7/2000,87,77,0,58.5495,71.60906,81.922
TJNR,12/8/2000,83,76,0.0001,61.8076,72.47604,84.9155
TJNR,12/9/2000,86,77,0,60.9838,69.38212,81.63365
TJNR,12/10/2000,83,75,0.02,65.0019,75.280136,88.5888
TJNR,12/11/2000,84,75,0.02,59.135,73.408066,90.8013
TJNR,12/12/2000,85,73,0.14,58.6546,76.3729,100
TJNR,12/13/2000,85,74,0.08,61.8076,76.73599,87.6951
TJNR,12/14/2000,83,75,0.44,71.9184,80.093025,93.5695
TJNR,12/15/2000,83,75,0.2,58.5141,73.962296,90.8013
TJNR,12/16/2000,83,73,0.14,68.5868,76.02274,94.1002
TJNR,12/17/2000,84,75,0.09,69.5285,82.93149,94.143
TJNR,12/18/2000,83,74,0.34,69.2256,79.437256,90.2171
TJNR,12/19/2000,82,75,0.44,71.5869,81.91486,94.143
TJNR,12/20/2000,83,75,0.07,17.940357,74.99432,94.143
TJNR,12/21/2000,83,73,0.11,69.5285,79.9454,88.6689
TJNR,12/22/2000,83,70,0.14,69.8975,84.777,
TJNR,12/23/2000,81,75,0.02,69.7103,80.04989,88.6689
TJNR,12/24/2000,84,75,0,62.0291,78.85437,88.5888
TJNR,12/25/2000,82,70,0,69.8975,81.45708,100
TJNR,12/26/2000,83,71,0,69.8975,87.994965,100
TJNR,12/27/2000,82,70,0,62.5339,84.638695,100
TJNR,12/28/2000,83,67,0,64.7712,82.872696,100
TJNR,12/29/2000,83,72,0,69.5285,82.08592,96.993
TJNR,12/30/2000,84,71,0,72.1122,86.08067,100
TJNR,12/31/2000,84,69,0,65.0019,85.9047,100
TJNR,1/1/2001,84,75,0,60.2464,79.07326,90.80131
TJNR,1/2/2001,84,75,0,61.807594,75.36697,88.5888
TJNR,1/3/2001,82,73,0.14,50.5097,82.30496,97.0174
TJNR,1/4/2001,83,68,0,66.92626,77.8491,96.99304
TJNR,1/5/2001,83,70,0,65.7435,85.615,100
TJNR,1/6/2001,83,67,0,60.2464,83.20235,96.3583
TJNR,1/7/2001,84,66,0,67.280304,82.53873,100
TJNR,1/8/2001,84,76,0,62.7745,76.19088,83.437645
TJNR,1/9/2001,84,70,0.06,60.283,80.92268,96.9686
TJNR,1/10/2001,84,66,0,54.49604,83.90903,100
TJNR,1/11/2001,82,64,0,60.48584,82.9566,100
TJNR,1/12/2001,84,67,0,56.23738,81.54574,100
TJNR,1/13/2001,83,67,0,50.9659,78.85342,100
TJNR,1/14/2001,83,65,0,56.7175,78.96726,100
TJNR,1/15/2001,83,65,0,58.5141,81.098564,100
TJNR,1/16/2001,83,71,0.0001,69.7103,82.59382,94.1002
TJNR,1/17/2001,83,71,0,58.51412,73.43706,94.057
TJNR,1/18/2001,83,72,0.0001,54.620113,73.87452,90.594666
TJNR,1/19/2001,84,69,0.1,54.77119,74.63822,87.5043
TJNR,1/20/2001,83,72,0.05,64.8973,76.6235,88.507805
TJNR,1/21/2001,84,72,0.0001,63.0313,75.79999,93.51795
TJNR,1/22/2001,85,72,0,62.0291,78.49503,93.54147
TJNR,1/23/2001,86,74,0.0001,61.11823,81.699104,100
TJNR,1/24/2001,86,74,0,62.7745,81.67156,94.10022
TJNR,1/25/2001,83,68,0,65.0019,82.45724,100
TJNR,1/26/2001,83,65,0,65.74351,82.75794,100
TJNR,1/27/2001,84,72,0.19,65.13056,81.314255,96.99354
TJNR,1/28/2001,81,72,0.09,81.7866,87.486824,94.10022
TJNR,1/29/2001,77,72,0.49,76.47661,91.000275,100
TJNR,1/30/2001,83,75,0,48.479977,61.699657,73.6791
TJNR,1/31/2001,83,74,0,61.58435,71.49914,79.47427
TJNR,2/1/2001,82,73,0.0001,64.26449,77.26203,84.34357
TJNR,2/2/2001,84,75,0,65.536865,78.92976,88.5888
TJNR,2/3/2001,84,72,0.02,60.8714,77.00134,90.8013
TJNR,2/4/2001,84,74,0,54.5512,70.12965,84.800285
TJNR,2/5/2001,83,72,0.04,63.0313,79.84397,94.10022
TJNR,2/6/2001,83,74,0.01,64.8973,79.788956,89.12326
TJNR,2/7/2001,84,74,0,65.7435,80.7481,94.14301
TJNR,2/8/2001,84,74,0.01,66.92626,79.94515,88.588776
TJNR,2/9/2001,83,75,0.0001,64.8973,75.700485,84.91552
TJNR,2/10/2001,84,73,0.0001,60.7359,71.2628,90.728714
TJNR,2/11/2001,82,72,0.28,69.11089,82.06028,96.99354
TJNR,2/12/2001,81,71,0.16,69.22557,79.96129,90.2171
TJNR,2/13/2001,83,74,0.01,61.58435,71.82902,83.32391
TJNR,2/14/2001,79,71,0.24,71.7228,81.5936,96.99354
TJNR,2/15/2001,81,71,0.38,63.1397,83.89728,100
TJNR,2/16/2001,81,70,0.4,69.71026,85.30887,100
TJNR,2/17/2001,81,73,0,65.536865,79.61406,88.5888
TJNR,2/18/2001,83,66,0,61.58435,78.85963,100
TJNR,2/19/2001,80,66,0,65.536865,79.03645,93.383865
TJNR,2/20/2001,81,72,0,61.2255,74.37197,94.057
TJNR,2/21/2001,82,74,0,78.335495,81.23834,94.10022
TJNR,2/22/2001,81,72,0.17,69.71026,80.94332,96.99304
TJNR,2/23/2001,80,70,0.05,76.737,87.18884,96.99354
TJNR,2/24/2001,81,72,0.36,73.96521,84.16419,100
TJNR,2/25/2001,80,73,0.0001,62.04662,71.56205,83.32391
TJNR,2/26/2001,80,69,0.0001,54.051514,67.95905,90.0191
TJNR,2/27/2001,82,67,0.0001,50.6934,65.318375,82.73796
TJNR,2/28/2001,80,68,0.0001,62.291298,72.63627,88.507805
TJNR,3/1/2001,76,65,0,64.2645,84.4686,100
TJNR,3/2/2001,81,67,0.03,61.5844,81.097855,100
