STATION,DATE,REPORT_TYPE,SOURCE,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyPrecipitation,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyRelativeHumidity
RQW00011641,2006-01-01T21:00:00,FM-15,335,,,,75,0.01,89
RQW00011641,2006-01-01T21:56:00,FM-15,343,,,,74,0,85
RQW00011641,2006-01-01T22:00:00,FM-15,335,,,,73,0,89
RQW00011641,2006-01-01T22:56:00,FM-15,343,,,,74,0,82
RQW00011641,2006-01-01T23:00:00,FM-15,335,,,,73,0,83
RQW00011641,2006-01-01T23:56:00,FM-15,343,,,,74,0,82
RQW00011641,2006-01-02T00:00:00,FM-15,335,,,,73,0,83
RQW00011641,2006-01-02T00:00:00,SOD,,78,74,0.09,,,
RQW00011641,2006-01-02T00:56:00,FM-15,343,,,,75,0,76
RQW00011641,2006-01-02T01:00:00,FM-15,335,,,,75,0,74
RQW00011641,2006-01-02T01:56:00,FM-15,343,,,,75,0,74
RQW00011641,2006-01-02T02:00:00,FM-15,335,,,,75,0,74
RQW00011641,2006-01-02T02:56:00,FM-15,343,,,,75,0,76
RQW00011641,2006-01-02T03:00:00,FM-15,335,,,,75,0,74
RQW00011641,2006-01-02T03:56:00,FM-15,343,,,,75,0,74
RQW00011641,2006-01-02T04:00:00,FM-15,335,,,,75,0,74
RQW00011641,2006-01-02T04:56:00,FM-15,343,,,,75,0,76
RQW00011641,2006-01-02T05:00:00,FM-15,335,,,,75,0,74
RQW00011641,2006-01-02T05:56:00,FM-15,343,,,,75,0,71
RQW00011641,2006-01-02T06:00:00,FM-15,335,,,,75,0,69
RQW00011641,2006-01-02T06:56:00,FM-15,343,,,,74,0,71
RQW00011641,2006-01-02T07:00:00,FM-15,335,,,,73,0,74
RQW00011641,2006-01-02T07:56:00,FM-15,343,,,,75,0,69
RQW00011641,2006-01-02T08:00:00,FM-15,335,,,,75,0,69
RQW00011641,2006-01-02T08:56:00,FM-15,343,,,,77,0,69
RQW00011641,2006-01-02T09:00:00,FM-15,335,,,,77,0,69
RQW00011641,2006-01-02T09:56:00,FM-15,343,,,,81,0,61
RQW00011641,2006-01-02T10:00:00,FM-15,335,,,,81,0,62
RQW00011641,2006-01-02T10:56:00,FM-15,343,,,,82,0,60
RQW00011641,2006-01-02T11:00:00,4,382,,,,,0,
RQW00011641,2006-01-02T11:56:00,FM-15,343,,,,82,0,67
RQW00011641,2006-01-02T12:00:00,FM-15,335,,,,82,0,66
RQW00011641,2006-01-02T12:56:00,FM-15,343,,,,81,0,67
RQW00011641,2006-01-02T13:00:00,FM-15,335,,,,81,0,70
RQW00011641,2006-01-02T13:56:00,FM-15,343,,,,80,0,71
RQW00011641,2006-01-02T14:00:00,FM-15,335,,,,81,0,70
RQW00011641,2006-01-02T14:56:00,FM-15,343,,,,80,0,69
RQW00011641,2006-01-02T15:00:00,FM-15,335,,,,81,0,70
RQW00011641,2006-01-02T15:27:00,FM-16,343,,,,75,T,89
RQW00011641,2006-01-02T15:39:00,FM-16,343,,,,73,0.01,94
RQW00011641,2006-01-02T15:56:00,FM-15,343,,,,74,0.06,91
RQW00011641,2006-01-02T16:00:00,FM-15,335,,,,73,0.06,94
RQW00011641,2006-01-02T16:56:00,FM-15,343,,,,76,0,85
RQW00011641,2006-01-02T17:00:00,FM-15,335,,,,75,0,89
RQW00011641,2006-01-02T17:56:00,FM-15,343,,,,76,T,79
RQW00011641,2006-01-02T18:00:00,FM-15,335,,,,75,0,83
RQW00011641,2006-01-02T18:56:00,FM-15,343,,,,76,0.01,79
RQW00011641,2006-01-02T19:00:00,FM-15,335,,,,75,0.01,83
RQW00011641,2006-01-02T19:56:00,FM-15,343,,,,74,0.02,85
RQW00011641,2006-01-02T20:00:00,FM-15,335,,,,73,0.02,89
RQW00011641,2006-01-02T20:56:00,FM-15,343,,,,75,0,79
RQW00011641,2006-01-02T21:00:00,FM-15,335,,,,75,0,78
RQW00011641,2006-01-02T21:56:00,FM-15,343,,,,75,0,79
RQW00011641,2006-01-02T22:00:00,FM-15,335,,,,75,0,78
RQW00011641,2006-01-02T22:56:00,FM-15,343,,,,75,0,79
RQW00011641,2006-01-02T23:00:00,FM-15,335,,,,75,0,78
RQW00011641,2006-01-02T23:56:00,FM-15,343,,,,75,0,79
RQW00011641,2006-01-03T00:00:00,FM-15,335,,,,75,0,78
RQW00011641,2006-01-03T00:00:00,SOD,,76,79,0.03,,,
RQW00011641,2006-01-03T00:56:00,FM-15,343,,,,74,0,79
RQW00011641,2006-01-03T01:00:00,FM-15,335,,,,73,0,78
RQW00011641,2006-01-03T01:56:00,FM-15,343,,,,74,0,79
RQW00011641,2006-01-03T02:00:00,FM-15,335,,,,73,0,78
RQW00011641,2006-01-03T02:56:00,FM-15,343,,,,72,0,84
RQW00011641,2006-01-03T03:00:00,FM-15,335,,,,72,0,83
RQW00011641,2006-01-03T03:56:00,FM-15,343,,,,70,0,90
RQW00011641,2006-01-03T04:00:00,FM-15,335,,,,70,0,88
RQW00011641,2006-01-03T04:56:00,FM-15,343,,,,72,0.03,87
RQW00011641,2006-01-03T05:00:00,4,382,,,,,0.03,
RQW00011641,2006-01-03T05:56:00,FM-15,343,,,,71,0.01,90
RQW00011641,2006-01-03T06:00:00,FM-15,335,,,,72,0.01,88
RQW00011641,2006-01-03T06:56:00,FM-15,343,,,,71,0,90
RQW00011641,2006-01-03T07:00:00,FM-15,335,,,,72,0,88
RQW00011641,2006-01-03T07:56:00,FM-15,343,,,,73,0,87
RQW00011641,2006-01-03T08:00:00,FM-15,335,,,,73,0,89
RQW00011641,2006-01-03T08:56:00,FM-15,343,,,,76,0,77
RQW00011641,2006-01-03T09:00:00,FM-15,335,,,,75,0,78
RQW00011641,2006-01-03T09:56:00,FM-15,343,,,,77,T,74
RQW00011641,2006-01-03T10:00:00,FM-15,335,,,,77,0,74
RQW00011641,2006-01-03T10:56:00,FM-15,343,,,,79,0,69
RQW00011641,2006-01-03T11:00:00,FM-15,335,,,,79,0,70
RQW00011641,2006-01-03T11:56:00,FM-15,343,,,,80,0,69
RQW00011641,2006-01-03T12:00:00,FM-15,335,,,,81,0,70
RQW00011641,2006-01-03T12:56:00,FM-15,343,,,,81,0,67
RQW00011641,2006-01-03T13:00:00,FM-15,335,,,,81,0,70
RQW00011641,2006-01-03T13:56:00,FM-15,343,,,,80,0,67
RQW00011641,2006-01-03T14:00:00,FM-15,335,,,,81,0,66
RQW00011641,2006-01-03T14:56:00,FM-15,343,,,,79,0,69
RQW00011641,2006-01-03T15:00:00,FM-15,335,,,,79,0,70
RQW00011641,2006-01-03T15:56:00,FM-15,343,,,,79,0,72
RQW00011641,2006-01-03T16:00:00,FM-15,335,,,,79,0,74
RQW00011641,2006-01-03T16:56:00,FM-15,343,,,,77,T,71
RQW00011641,2006-01-03T17:00:00,FM-15,335,,,,77,0,69
RQW00011641,2006-01-03T17:56:00,FM-15,343,,,,76,0,77
RQW00011641,2006-01-03T18:00:00,FM-15,335,,,,75,0,78
RQW00011641,2006-01-03T18:56:00,FM-15,343,,,,76,0,79
RQW00011641,2006-01-03T19:00:00,FM-15,335,,,,75,0,83
RQW00011641,2006-01-03T19:56:00,FM-15,343,,,,76,0,77
RQW00011641,2006-01-03T20:00:00,FM-15,335,,,,75,0,78
RQW00011641,2006-01-03T20:56:00,FM-15,343,,,,73,T,84
RQW00011641,2006-01-03T21:00:00,FM-15,335,,,,73,0,83
RQW00011641,2006-01-03T21:56:00,FM-15,343,,,,74,T,82
RQW00011641,2006-01-03T22:00:00,FM-15,335,,,,73,0,83
RQW00011641,2006-01-03T22:56:00,FM-15,343,,,,73,0,84
RQW00011641,2006-01-03T23:00:00,FM-15,335,,,,73,0,83
RQW00011641,2006-01-03T23:56:00,FM-15,343,,,,71,0,84
RQW00011641,2006-01-04T00:00:00,FM-15,335,,,,72,0,83
RQW00011641,2006-01-04T00:00:00,SOD,,74,81,0,,,
RQW00011641,2006-01-04T00:56:00,FM-15,343,,,,70,0,87
RQW00011641,2006-01-04T01:00:00,FM-15,335,,,,70,0,88
RQW00011641,2006-01-04T01:56:00,FM-15,343,,,,70,0,87
RQW00011641,2006-01-04T02:00:00,FM-15,335,,,,70,0,88
RQW00011641,2006-01-04T02:56:00,FM-15,343,,,,69,0,93
RQW00011641,2006-01-04T03:00:00,FM-15,335,,,,70,0,88
RQW00011641,2006-01-04T03:56:00,FM-15,343,,,,71,0,87
RQW00011641,2006-01-04T04:00:00,FM-15,335,,,,72,0,83
RQW00011641,2006-01-04T04:56:00,FM-15,343,,,,70,0,87
RQW00011641,2006-01-04T05:00:00,FM-15,335,,,,70,0,88
RQW00011641,2006-01-04T05:56:00,FM-15,343,,,,70,0,87
RQW00011641,2006-01-04T06:00:00,FM-15,335,,,,70,0,88
RQW00011641,2006-01-04T06:56:00,FM-15,343,,,,70,0,87
RQW00011641,2006-01-04T07:00:00,FM-15,335,,,,70,0,88
RQW00011641,2006-01-04T07:56:00,FM-15,343,,,,72,0,84
RQW00011641,2006-01-04T08:00:00,FM-15,335,,,,72,0,83
RQW00011641,2006-01-04T08:56:00,FM-15,343,,,,75,0,82
RQW00011641,2006-01-04T09:00:00,FM-15,335,,,,75,0,83
RQW00011641,2006-01-04T09:56:00,FM-15,343,,,,79,0,74
RQW00011641,2006-01-04T10:00:00,FM-15,335,,,,79,0,74
RQW00011641,2006-01-04T10:56:00,FM-15,343,,,,81,0,72
RQW00011641,2006-01-04T11:00:00,FM-15,335,,,,81,0,74
RQW00011641,2006-01-04T11:56:00,FM-15,343,,,,79,0,74
RQW00011641,2006-01-04T12:00:00,FM-15,223,,,,79,0,74
RQW00011641,2006-01-04T12:56:00,FM-15,343,,,,81,0,67
RQW00011641,2006-01-04T13:00:00,FM-15,335,,,,81,0,70
RQW00011641,2006-01-04T13:56:00,FM-15,343,,,,81,0,67
RQW00011641,2006-01-04T14:00:00,FM-15,335,,,,81,0,70
RQW00011641,2006-01-04T14:56:00,FM-15,343,,,,79,0,74
RQW00011641,2006-01-04T15:00:00,FM-15,335,,,,79,0,74
RQW00011641,2006-01-04T15:56:00,FM-15,343,,,,79,0,74
RQW00011641,2006-01-04T16:00:00,FM-15,335,,,,79,0,74
RQW00011641,2006-01-04T16:56:00,FM-15,343,,,,77,0,79
RQW00011641,2006-01-04T17:00:00,FM-15,335,,,,77,0,79
RQW00011641,2006-01-04T17:56:00,FM-15,343,,,,76,0,79
RQW00011641,2006-01-04T18:00:00,FM-15,335,,,,75,0,83
RQW00011641,2006-01-04T18:56:00,FM-15,343,,,,75,0,84
RQW00011641,2006-01-04T19:00:00,FM-15,335,,,,75,0,83
RQW00011641,2006-01-04T19:56:00,FM-15,343,,,,75,0,82
RQW00011641,2006-01-04T20:00:00,FM-15,335,,,,75,0,83
RQW00011641,2006-01-04T20:56:00,FM-15,343,,,,73,0,87
RQW00011641,2006-01-04T21:00:00,FM-15,335,,,,73,0,89
RQW00011641,2006-01-04T21:56:00,FM-15,343,,,,74,0,85
RQW00011641,2006-01-04T22:00:00,FM-15,335,,,,73,0,89
RQW00011641,2006-01-04T22:56:00,FM-15,343,,,,74,0,85
RQW00011641,2006-01-04T23:00:00,FM-15,335,,,,73,0,89
RQW00011641,2006-01-04T23:56:00,FM-15,343,,,,72,0,91
RQW00011641,2006-01-05T00:00:00,FM-15,335,,,,72,0,94
RQW00011641,2006-01-05T00:00:00,SOD,,76,78,0,,,
RQW00011641,2006-01-05T00:56:00,FM-15,343,,,,73,0,87
RQW00011641,2006-01-05T01:00:00,FM-15,335,,,,73,0,89
RQW00011641,2006-01-05T01:56:00,FM-15,343,,,,72,0,91
RQW00011641,2006-01-05T02:00:00,FM-15,335,,,,72,0,94
RQW00011641,2006-01-05T02:56:00,FM-15,343,,,,71,0,90
RQW00011641,2006-01-05T03:00:00,FM-15,335,,,,72,0,88
RQW00011641,2006-01-05T03:56:00,FM-15,343,,,,72,0,91
RQW00011641,2006-01-05T04:00:00,FM-15,335,,,,72,0,94
RQW00011641,2006-01-05T04:56:00,FM-15,343,,,,71,0,90
RQW00011641,2006-01-05T05:00:00,FM-15,335,,,,72,0,88
RQW00011641,2006-01-05T05:56:00,FM-15,343,,,,71,0,90
RQW00011641,2006-01-05T06:00:00,FM-15,335,,,,72,0,88
RQW00011641,2006-01-05T06:56:00,FM-15,343,,,,70,0,93
RQW00011641,2006-01-05T07:00:00,FM-15,335,,,,70,0,94
RQW00011641,2006-01-05T07:56:00,FM-15,343,,,,72,0,87
RQW00011641,2006-01-05T08:00:00,FM-15,335,,,,72,0,88
RQW00011641,2006-01-05T08:56:00,FM-15,343,,,,76,0,79
RQW00011641,2006-01-05T09:00:00,FM-15,335,,,,75,0,83
RQW00011641,2006-01-05T09:56:00,FM-15,343,,,,79,0,72
RQW00011641,2006-01-05T10:00:00,FM-15,335,,,,79,0,74
RQW00011641,2006-01-05T10:56:00,FM-15,343,,,,80,0,64
RQW00011641,2006-01-05T11:00:00,FM-15,335,,,,81,0,62
RQW00011641,2006-01-05T11:56:00,FM-15,343,,,,80,0,64
RQW00011641,2006-01-05T12:00:00,FM-15,335,,,,81,0,62
RQW00011641,2006-01-05T12:56:00,FM-15,343,,,,79,0,74
RQW00011641,2006-01-05T13:00:00,FM-15,335,,,,79,0,74
RQW00011641,2006-01-05T13:56:00,FM-15,343,,,,79,0,74
RQW00011641,2006-01-05T14:00:00,FM-15,335,,,,79,0,74
RQW00011641,2006-01-05T14:56:00,FM-15,343,,,,79,0,72
RQW00011641,2006-01-05T15:00:00,FM-15,335,,,,79,0,74
RQW00011641,2006-01-05T15:56:00,FM-15,343,,,,78,0,71
RQW00011641,2006-01-05T16:00:00,FM-15,335,,,,79,0,70
RQW00011641,2006-01-05T16:56:00,FM-15,343,,,,77,0,69
RQW00011641,2006-01-05T17:00:00,FM-15,335,,,,77,0,69
RQW00011641,2006-01-05T17:56:00,FM-15,343,,,,76,0,72
RQW00011641,2006-01-05T18:00:00,FM-15,335,,,,75,0,74
RQW00011641,2006-01-05T18:56:00,FM-15,343,,,,76,0,72
RQW00011641,2006-01-05T19:00:00,FM-15,335,,,,75,0,74
RQW00011641,2006-01-05T19:56:00,FM-15,343,,,,75,0,71
RQW00011641,2006-01-05T20:00:00,4,382,,,,,0,
RQW00011641,2006-01-05T20:56:00,FM-15,343,,,,75,0,71
RQW00011641,2006-01-05T21:00:00,FM-15,335,,,,75,0,69
RQW00011641,2006-01-05T21:56:00,FM-15,343,,,,75,0,74
RQW00011641,2006-01-05T22:00:00,FM-15,335,,,,75,0,74
RQW00011641,2006-01-05T22:56:00,FM-15,343,,,,73,0,79
RQW00011641,2006-01-05T23:00:00,FM-15,335,,,,73,0,78
RQW00011641,2006-01-05T23:56:00,FM-15,343,,,,73,0,79
RQW00011641,2006-01-06T00:00:00,FM-15,335,,,,73,0,78
RQW00011641,2006-01-06T00:00:00,SOD,,74,77,0,,,
RQW00011641,2006-01-06T00:56:00,FM-15,343,,,,72,0,82
RQW00011641,2006-01-06T01:00:00,FM-15,335,,,,72,0,83
RQW00011641,2006-01-06T01:56:00,FM-15,343,,,,71,0,81
RQW00011641,2006-01-06T02:00:00,FM-15,335,,,,72,0,78
RQW00011641,2006-01-06T02:56:00,FM-15,343,,,,70,0,84
RQW00011641,2006-01-06T03:00:00,FM-15,335,,,,70,0,83
RQW00011641,2006-01-06T03:56:00,FM-15,343,,,,69,0,87
RQW00011641,2006-01-06T04:00:00,FM-15,335,,,,70,0,83
RQW00011641,2006-01-06T04:56:00,FM-15,343,,,,68,0,87
RQW00011641,2006-01-06T05:00:00,FM-15,335,,,,68,0,88
RQW00011641,2006-01-06T05:56:00,FM-15,343,,,,67,0,91
RQW00011641,2006-01-06T06:00:00,FM-15,335,,,,66,0,94
RQW00011641,2006-01-06T06:56:00,FM-15,343,,,,67,0,87
RQW00011641,2006-01-06T07:00:00,FM-15,335,,,,66,0,88
RQW00011641,2006-01-06T07:56:00,FM-15,343,,,,71,0,81
RQW00011641,2006-01-06T08:00:00,FM-15,335,,,,72,0,78
RQW00011641,2006-01-06T08:56:00,FM-15,343,,,,73,0,74
RQW00011641,2006-01-06T09:00:00,FM-15,335,,,,73,0,74
RQW00011641,2006-01-06T09:56:00,FM-15,343,,,,75,0,71
RQW00011641,2006-01-06T10:00:00,FM-15,335,,,,75,0,69
RQW00011641,2006-01-06T10:56:00,FM-15,343,,,,77,0,69
RQW00011641,2006-01-06T11:00:00,FM-15,335,,,,77,0,69
RQW00011641,2006-01-06T11:56:00,FM-15,343,,,,80,0,62
RQW00011641,2006-01-06T12:00:00,FM-15,335,,,,81,0,62
RQW00011641,2006-01-06T12:56:00,FM-15,343,,,,80,0,64
RQW00011641,2006-01-06T13:00:00,FM-15,335,,,,81,0,62
RQW00011641,2006-01-06T13:56:00,FM-15,343,,,,80,0,67
RQW00011641,2006-01-06T14:00:00,FM-15,335,,,,81,0,66
RQW00011641,2006-01-06T14:56:00,FM-15,343,,,,80,0,67
RQW00011641,2006-01-06T15:00:00,FM-15,335,,,,81,0,66
RQW00011641,2006-01-06T15:56:00,FM-15,343,,,,80,0,67
RQW00011641,2006-01-06T16:00:00,FM-15,335,,,,81,0,66
RQW00011641,2006-01-06T16:56:00,FM-15,343,,,,78,0,71
RQW00011641,2006-01-06T17:00:00,FM-15,335,,,,79,0,70
RQW00011641,2006-01-06T17:56:00,FM-15,343,,,,76,0,77
RQW00011641,2006-01-06T18:00:00,FM-15,335,,,,75,0,78
RQW00011641,2006-01-06T18:56:00,FM-15,343,,,,75,0,79
RQW00011641,2006-01-06T19:00:00,FM-15,335,,,,75,0,78
RQW00011641,2006-01-06T19:56:00,FM-15,343,,,,75,0,79
RQW00011641,2006-01-06T20:00:00,FM-15,335,,,,75,0,78
RQW00011641,2006-01-06T20:56:00,FM-15,343,,,,75,0,79
RQW00011641,2006-01-06T21:00:00,FM-15,335,,,,75,0,78
RQW00011641,2006-01-06T21:56:00,FM-15,343,,,,74,0,79
RQW00011641,2006-01-06T22:00:00,FM-15,335,,,,73,0,78
RQW00011641,2006-01-06T22:56:00,FM-15,343,,,,72,0,84
RQW00011641,2006-01-06T23:00:00,FM-15,335,,,,72,0,83
RQW00011641,2006-01-06T23:56:00,FM-15,343,,,,71,0,87
RQW00011641,2006-01-07T00:00:00,FM-15,335,,,,72,0,83
RQW00011641,2006-01-07T00:00:00,SOD,,76,79,0,,,
RQW00011641,2006-01-07T00:56:00,FM-15,343,,,,71,0,87
RQW00011641,2006-01-07T01:00:00,FM-15,335,,,,72,0,83
RQW00011641,2006-01-07T01:56:00,FM-15,343,,,,71,0,87
RQW00011641,2006-01-07T02:00:00,FM-15,335,,,,72,0,83
RQW00011641,2006-01-07T02:56:00,FM-15,343,,,,70,0,90
RQW00011641,2006-01-07T03:00:00,FM-15,335,,,,70,0,88
RQW00011641,2006-01-07T03:56:00,FM-15,343,,,,70,0,87
RQW00011641,2006-01-07T04:00:00,FM-15,335,,,,70,0,88
RQW00011641,2006-01-07T04:56:00,FM-15,343,,,,70,0,90
RQW00011641,2006-01-07T05:00:00,FM-15,335,,,,70,0,88
RQW00011641,2006-01-07T05:56:00,FM-15,343,,,,69,0,90
RQW00011641,2006-01-07T06:00:00,FM-15,335,,,,70,0,88
RQW00011641,2006-01-07T06:56:00,FM-15,343,,,,70,0,90
RQW00011641,2006-01-07T07:00:00,FM-15,335,,,,70,0,88
RQW00011641,2006-01-07T07:56:00,FM-15,343,,,,72,0,87
RQW00011641,2006-01-07T08:00:00,FM-15,335,,,,72,0,88
RQW00011641,2006-01-07T08:56:00,FM-15,343,,,,76,0,77
RQW00011641,2006-01-07T09:00:00,FM-15,335,,,,75,0,78
RQW00011641,2006-01-07T09:56:00,FM-15,343,,,,79,0,72
RQW00011641,2006-01-07T10:00:00,FM-15,335,,,,79,0,74
RQW00011641,2006-01-07T10:56:00,FM-15,343,,,,78,0,74
RQW00011641,2006-01-07T11:00:00,FM-15,335,,,,79,0,74
RQW00011641,2006-01-07T11:56:00,FM-15,343,,,,79,0,74
RQW00011641,2006-01-07T12:00:00,FM-15,335,,,,79,0,74
RQW00011641,2006-01-07T12:56:00,FM-15,343,,,,81,0,67
RQW00011641,2006-01-07T13:00:00,FM-15,335,,,,81,0,70
RQW00011641,2006-01-07T13:56:00,FM-15,343,,,,79,0,74
RQW00011641,2006-01-07T14:00:00,FM-15,335,,,,79,0,74
RQW00011641,2006-01-07T14:56:00,FM-15,343,,,,77,0,77
RQW00011641,2006-01-07T15:00:00,FM-15,335,,,,77,0,79
RQW00011641,2006-01-07T15:56:00,FM-15,343,,,,77,0,74
RQW00011641,2006-01-07T16:00:00,FM-15,335,,,,77,0,74
RQW00011641,2006-01-07T16:56:00,FM-15,343,,,,77,0,77
RQW00011641,2006-01-07T17:00:00,FM-15,335,,,,77,0,79
RQW00011641,2006-01-07T17:56:00,FM-15,343,,,,75,0,76
RQW00011641,2006-01-07T18:00:00,FM-15,335,,,,75,0,74
RQW00011641,2006-01-07T18:56:00,FM-15,343,,,,75,0,71
RQW00011641,2006-01-07T19:00:00,FM-15,335,,,,75,0,69
RQW00011641,2006-01-07T19:56:00,FM-15,343,,,,75,0,74
RQW00011641,2006-01-07T20:00:00,FM-15,335,,,,75,0,74
RQW00011641,2006-01-07T20:56:00,FM-15,343,,,,74,0,79
RQW00011641,2006-01-07T21:00:00,FM-15,335,,,,73,0,78
RQW00011641,2006-01-07T21:56:00,FM-15,343,,,,73,0,76
RQW00011641,2006-01-07T22:00:00,FM-15,335,,,,73,0,74
RQW00011641,2006-01-07T22:56:00,FM-15,343,,,,73,0,76
RQW00011641,2006-01-07T23:00:00,FM-15,335,,,,73,0,74
RQW00011641,2006-01-07T23:56:00,FM-15,343,,,,73,0,76
RQW00011641,2006-01-08T00:00:00,FM-15,335,,,,73,0,74
RQW00011641,2006-01-08T00:00:00,SOD,,76,73,0,,,
RQW00011641,2006-01-08T00:56:00,FM-15,343,,,,74,0,74
RQW00011641,2006-01-08T01:00:00,FM-15,335,,,,73,0,74
RQW00011641,2006-01-08T01:56:00,FM-15,343,,,,73,0,79
RQW00011641,2006-01-08T02:00:00,FM-15,335,,,,73,0,78
RQW00011641,2006-01-08T02:56:00,FM-15,343,,,,74,0,79
RQW00011641,2006-01-08T03:00:00,FM-15,335,,,,73,0,78
RQW00011641,2006-01-08T03:56:00,FM-15,343,,,,74,0,79
RQW00011641,2006-01-08T04:00:00,FM-15,335,,,,73,0,78
RQW00011641,2006-01-08T04:56:00,FM-15,343,,,,73,0,81
RQW00011641,2006-01-08T05:00:00,FM-15,335,,,,73,0,78
RQW00011641,2006-01-08T05:56:00,FM-15,343,,,,71,0,87
RQW00011641,2006-01-08T06:00:00,FM-15,335,,,,72,0,83
RQW00011641,2006-01-08T06:56:00,FM-15,343,,,,70,0,87
RQW00011641,2006-01-08T07:00:00,FM-15,335,,,,70,0,88
RQW00011641,2006-01-08T07:56:00,FM-15,343,,,,72,0,87
RQW00011641,2006-01-08T08:00:00,FM-15,335,,,,72,0,88
RQW00011641,2006-01-08T08:56:00,FM-15,343,,,,75,T,82
RQW00011641,2006-01-08T09:00:00,FM-15,335,,,,75,0,83
RQW00011641,2006-01-08T09:56:00,FM-15,343,,,,79,0,72
RQW00011641,2006-01-08T10:00:00,FM-15,335,,,,79,0,74
RQW00011641,2006-01-08T10:56:00,FM-15,343,,,,81,0,65
RQW00011641,2006-01-08T11:00:00,FM-15,335,,,,81,0,66
RQW00011641,2006-01-08T11:56:00,FM-15,343,,,,80,0,67
RQW00011641,2006-01-08T12:00:00,FM-15,335,,,,81,0,66
RQW00011641,2006-01-08T12:56:00,FM-15,343,,,,80,0,67
RQW00011641,2006-01-08T13:00:00,FM-15,335,,,,81,0,66
RQW00011641,2006-01-08T13:56:00,FM-15,343,,,,81,0,67
RQW00011641,2006-01-08T14:00:00,FM-15,335,,,,81,0,70
RQW00011641,2006-01-08T14:56:00,FM-15,343,,,,81,0,65
RQW00011641,2006-01-08T15:00:00,FM-15,335,,,,81,0,66
RQW00011641,2006-01-08T15:56:00,FM-15,343,,,,80,0,67
RQW00011641,2006-01-08T16:00:00,FM-15,335,,,,81,0,66
RQW00011641,2006-01-08T16:56:00,FM-15,343,,,,78,0,69
