STATION,DATE,REPORT_TYPE,SOURCE,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyPrecipitation,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyRelativeHumidity
RQW00011630,2010-09-03T10:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-03T11:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-03T12:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-03T14:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-03T15:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-03T16:07:00,FM-16,343,,,,,,
RQW00011630,2010-09-03T16:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-03T17:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-03T18:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-03T19:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-03T20:12:00,FM-16,343,,,,,,
RQW00011630,2010-09-03T20:20:00,FM-16,343,,,,,,
RQW00011630,2010-09-03T20:27:00,FM-16,343,,,,,,
RQW00011630,2010-09-03T20:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-03T21:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-03T22:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-03T23:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-04T00:22:00,FM-16,343,,,,,,
RQW00011630,2010-09-04T00:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-04T01:40:00,FM-16,343,,,,,,
RQW00011630,2010-09-04T01:51:00,FM-16,343,,,,,,
RQW00011630,2010-09-04T01:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-04T02:07:00,FM-16,343,,,,,,
RQW00011630,2010-09-04T02:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-04T03:43:00,FM-16,343,,,,,,
RQW00011630,2010-09-04T03:51:00,FM-16,343,,,,,,
RQW00011630,2010-09-04T03:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-04T04:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-04T05:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-04T06:22:00,FM-16,343,,,,,,
RQW00011630,2010-09-04T06:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-04T07:08:00,FM-16,343,,,,,,
RQW00011630,2010-09-04T07:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-04T08:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-04T09:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-04T10:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-04T11:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-04T12:53:00,FM-15,343,,,,,T,
RQW00011630,2010-09-04T13:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-04T14:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-04T15:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-04T16:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-04T17:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-04T18:15:00,FM-16,343,,,,,,
RQW00011630,2010-09-04T18:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-04T19:10:00,FM-16,343,,,,,,
RQW00011630,2010-09-04T19:30:00,FM-16,343,,,,,,
RQW00011630,2010-09-04T19:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-04T20:53:00,FM-15,343,,,,,0.09,
RQW00011630,2010-09-04T21:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-04T22:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-04T23:53:00,FM-15,343,,,,,T,
RQW00011630,2010-09-05T00:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-05T01:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-05T02:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-05T03:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-05T04:53:00,FM-15,343,,,,,T,
RQW00011630,2010-09-05T05:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-05T06:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-05T07:39:00,FM-16,343,,,,,,
RQW00011630,2010-09-05T07:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-05T08:02:00,FM-16,343,,,,,,
RQW00011630,2010-09-05T08:09:00,FM-16,343,,,,,,
RQW00011630,2010-09-05T08:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-05T09:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-05T10:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-05T11:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-05T12:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-05T13:53:00,FM-15,343,,,,,T,
RQW00011630,2010-09-05T14:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-05T15:53:00,FM-15,343,,,,,T,
RQW00011630,2010-09-05T16:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-05T17:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-05T18:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-05T19:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-05T20:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-05T21:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-05T22:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-05T23:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-06T00:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-06T01:21:00,FM-16,343,,,,,,
RQW00011630,2010-09-06T01:33:00,FM-16,343,,,,,,
RQW00011630,2010-09-06T01:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-06T02:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-06T03:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-06T04:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-06T05:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-06T06:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-06T07:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-06T08:20:00,FM-16,343,,,,,,
RQW00011630,2010-09-06T08:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-06T09:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-06T10:43:00,FM-16,343,,,,,,
RQW00011630,2010-09-06T10:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-06T11:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-06T12:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-06T13:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-06T14:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-06T15:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-06T16:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-06T17:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-06T18:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-06T19:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-06T20:41:00,FM-16,343,,,,,,
RQW00011630,2010-09-06T20:48:00,FM-16,343,,,,,,
RQW00011630,2010-09-06T20:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-06T21:31:00,FM-16,343,,,,,,
RQW00011630,2010-09-06T21:40:00,FM-16,343,,,,,,
RQW00011630,2010-09-06T21:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-06T22:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-06T23:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-07T00:00:00,SOD,,,,,,,
RQW00011630,2010-09-07T00:12:00,FM-16,343,,,,,,
RQW00011630,2010-09-07T00:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-07T01:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-07T02:53:00,FM-15,343,,,,,0.02,
RQW00011630,2010-09-07T03:23:00,FM-16,343,,,,,0.04,
RQW00011630,2010-09-07T03:53:00,FM-15,343,,,,,0.04,
RQW00011630,2010-09-07T04:04:00,FM-16,343,,,,,,
RQW00011630,2010-09-07T04:28:00,FM-16,343,,,,,0.01,
RQW00011630,2010-09-07T04:32:00,FM-16,343,,,,,0.07,
RQW00011630,2010-09-07T04:42:00,FM-16,343,,,,,0.09,
RQW00011630,2010-09-07T04:53:00,FM-15,343,,,,,0.09,
RQW00011630,2010-09-07T05:45:00,FM-16,343,,,,,0.03,
RQW00011630,2010-09-07T05:53:00,FM-15,343,,,,,0.03,
RQW00011630,2010-09-07T05:58:00,FM-16,343,,,,,,
RQW00011630,2010-09-07T06:00:00,FM-15,223,,,,,T,
RQW00011630,2010-09-07T06:11:00,FM-16,343,,,,,T,
RQW00011630,2010-09-07T06:53:00,FM-15,343,,,,,0.01,
RQW00011630,2010-09-07T07:53:00,FM-15,343,,,,,0.02,
RQW00011630,2010-09-07T08:04:00,FM-16,343,,,,,T,
RQW00011630,2010-09-07T08:53:00,FM-15,343,,,,,T,
RQW00011630,2010-09-07T09:09:00,FM-16,343,,,,,,
RQW00011630,2010-09-07T09:28:00,FM-16,343,,,,,,
RQW00011630,2010-09-07T09:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-07T10:00:00,FM-16,343,,,,,,
RQW00011630,2010-09-07T10:11:00,FM-16,343,,,,,,
RQW00011630,2010-09-07T10:18:00,FM-16,343,,,,,,
RQW00011630,2010-09-07T10:22:00,FM-16,343,,,,,0.01,
RQW00011630,2010-09-07T10:37:00,FM-16,343,,,,,0.02,
RQW00011630,2010-09-07T10:53:00,FM-15,343,,,,,0.02,
RQW00011630,2010-09-07T11:09:00,FM-16,343,,,,,,
RQW00011630,2010-09-07T13:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-07T14:31:00,FM-16,343,,,,,,
RQW00011630,2010-09-07T14:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-07T15:03:00,FM-16,343,,,,,,
RQW00011630,2010-09-07T15:31:00,FM-16,343,,,,,0.02,
RQW00011630,2010-09-07T15:45:00,FM-16,343,,,,,0.11,
RQW00011630,2010-09-07T15:53:00,FM-15,343,,,,,0.13,
RQW00011630,2010-09-07T16:45:00,FM-16,343,,,,,T,
RQW00011630,2010-09-07T16:53:00,FM-15,343,,,,,T,
RQW00011630,2010-09-07T18:45:00,FM-16,343,,,,,,
RQW00011630,2010-09-07T18:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-07T19:14:00,FM-16,343,,,,,,
RQW00011630,2010-09-07T19:45:00,FM-16,343,,,,,,
RQW00011630,2010-09-07T19:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-07T20:48:00,FM-16,343,,,,,T,
RQW00011630,2010-09-07T20:53:00,FM-15,343,,,,,T,
RQW00011630,2010-09-07T21:27:00,FM-16,343,,,,,,
RQW00011630,2010-09-07T21:39:00,FM-16,343,,,,,,
RQW00011630,2010-09-07T21:46:00,FM-16,343,,,,,,
RQW00011630,2010-09-07T21:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-07T22:23:00,FM-16,343,,,,,0.02,
RQW00011630,2010-09-07T22:53:00,FM-15,343,,,,,0.02,
RQW00011630,2010-09-07T23:53:00,FM-15,343,,,,,T,
RQW00011630,2010-09-08T00:00:00,SOD,,,,,,,
RQW00011630,2010-09-08T00:38:00,FM-16,343,,,,,,
RQW00011630,2010-09-08T00:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-08T01:02:00,FM-16,343,,,,,,
RQW00011630,2010-09-08T01:31:00,FM-16,343,,,,,,
RQW00011630,2010-09-08T01:44:00,FM-16,343,,,,,,
RQW00011630,2010-09-08T01:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-08T02:53:00,FM-15,343,,,,,0.03,
RQW00011630,2010-09-08T03:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-08T04:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-08T05:18:00,FM-16,343,,,,,,
RQW00011630,2010-09-08T05:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-08T06:05:00,FM-16,343,,,,,,
RQW00011630,2010-09-08T06:29:00,FM-16,343,,,,,,
RQW00011630,2010-09-08T06:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-08T07:53:00,FM-15,343,,,,,,
RQW00011630,2010-09-08T08:53:00,FM-15,343,,,,,0.03,
RQW00011630,2010-09-08T09:01:00,FM-16,343,,,,,0.01,
RQW00011630,2010-09-08T09:08:00,FM-16,343,,,,,0.01,
RQW00011630,2010-09-08T09:53:00,FM-15,343,,,,,0.01,
RQW00011630,2010-09-08T10:53:00,FM-15,343,,,,87,0.01,70
RQW00011630,2010-09-08T11:53:00,FM-15,343,,,,88,,63
RQW00011630,2010-09-08T12:53:00,FM-15,343,,,,88,,63
RQW00011630,2010-09-08T13:53:00,FM-15,343,,,,88,,61
RQW00011630,2010-09-08T14:53:00,FM-15,343,,,,88,,57
RQW00011630,2010-09-08T15:53:00,FM-15,343,,,,87,,59
RQW00011630,2010-09-08T16:53:00,FM-15,343,,,,86,,63
RQW00011630,2010-09-08T17:53:00,FM-15,343,,,,85,,65
RQW00011630,2010-09-08T18:53:00,FM-15,343,,,,83,,74
RQW00011630,2010-09-08T19:53:00,FM-15,343,,,,84,T,72
RQW00011630,2010-09-08T20:53:00,FM-15,343,,,,78,0.01,87
RQW00011630,2010-09-08T21:21:00,FM-16,343,,,,79,,84
RQW00011630,2010-09-08T21:50:00,FM-16,223,,,,79,,89
RQW00011630,2010-09-08T21:53:00,FM-15,343,,,,79,,88
RQW00011630,2010-09-08T22:53:00,FM-15,343,,,,82,,77
RQW00011630,2010-09-08T23:12:00,FM-16,343,,,,82,,74
RQW00011630,2010-09-08T23:53:00,FM-15,343,,,,82,,77
RQW00011630,2010-09-09T00:00:00,SOD,,83,70,0,,,
RQW00011630,2010-09-09T00:03:00,FM-16,343,,,,82,,74
RQW00011630,2010-09-09T00:53:00,FM-15,343,,,,81,,77
RQW00011630,2010-09-09T01:53:00,FM-15,343,,,,81,,77
RQW00011630,2010-09-09T02:53:00,FM-15,343,,,,78,,85
RQW00011630,2010-09-09T03:53:00,FM-15,343,,,,76,,88
RQW00011630,2010-09-09T04:53:00,FM-15,343,,,,77,,85
RQW00011630,2010-09-09T05:53:00,FM-15,343,,,,77,,85
RQW00011630,2010-09-09T06:14:00,FM-16,343,,,,79,,79
RQW00011630,2010-09-09T06:46:00,FM-16,343,,,,79,,84
RQW00011630,2010-09-09T06:53:00,FM-15,343,,,,79,,82
RQW00011630,2010-09-09T07:53:00,FM-15,343,,,,84,,70
RQW00011630,2010-09-09T08:53:00,FM-15,343,,,,86,,65
RQW00011630,2010-09-09T09:53:00,FM-15,343,,,,87,,61
RQW00011630,2010-09-09T10:53:00,FM-15,343,,,,88,,59
RQW00011630,2010-09-09T11:53:00,FM-15,343,,,,88,,59
RQW00011630,2010-09-09T12:53:00,FM-15,343,,,,88,,61
RQW00011630,2010-09-09T13:53:00,FM-15,343,,,,88,,61
RQW00011630,2010-09-09T14:53:00,FM-15,343,,,,87,,61
RQW00011630,2010-09-09T15:53:00,FM-15,343,,,,87,,61
RQW00011630,2010-09-09T16:53:00,FM-15,343,,,,86,,57
RQW00011630,2010-09-09T17:53:00,FM-15,343,,,,83,,72
RQW00011630,2010-09-09T18:53:00,FM-15,343,,,,82,,72
RQW00011630,2010-09-09T19:53:00,FM-15,343,,,,82,,69
RQW00011630,2010-09-09T20:53:00,FM-15,343,,,,82,,74
RQW00011630,2010-09-09T21:53:00,FM-15,343,,,,83,,67
RQW00011630,2010-09-09T22:53:00,FM-15,343,,,,82,,72
RQW00011630,2010-09-09T23:53:00,FM-15,343,,,,82,,72
RQW00011630,2010-09-10T00:00:00,SOD,,83,71,0.27,,,
RQW00011630,2010-09-10T00:53:00,FM-15,343,,,,82,,67
RQW00011630,2010-09-10T01:53:00,FM-15,343,,,,81,,72
