Location,Datetime,Year,Month,Day,Avg_Temp,Precip_in,Humidity,Ref
Ceiba,2000-02-28,2000,2,28,21.760661529413532,0.0,66.93225626172935,0
Ceiba,2000-02-29,2000,2,29,23.055555555555557,0.04,68.6314717732231,0
Ceiba,2000-03-01,2000,3,1,23.61111111111111,0.06,65.0353,0
Ceiba,2000-03-02,2000,3,2,23.88888888888889,0.0,61.3848,0
Ceiba,2000-03-03,2000,3,3,23.88888888888889,0.0,61.3756,0
Ceiba,2000-03-04,2000,3,4,24.444444444444446,0.0,66.14735,0
Ceiba,2000-03-05,2000,3,5,24.166666666666668,0.0,78.60735,0
Ceiba,2000-03-06,2000,3,6,23.055555555555557,0.0,83.60955,0
Ceiba,2000-03-07,2000,3,7,24.444444444444446,0.0,72.90195,0
Ceiba,2000-03-08,2000,3,8,24.166666666666668,0.0,61.06555,0
Ceiba,2000-03-09,2000,3,9,24.722222222222225,0.0,66.9437,0
Ceiba,2000-03-10,2000,3,10,25.0,0.0,65.7427,0
Ceiba,2000-03-11,2000,3,11,24.722222222222225,0.0001,70.7027,0
Ceiba,2000-03-12,2000,3,12,25.27777777777778,0.0,70.19624999999999,0
Ceiba,2000-03-13,2000,3,13,25.833333333333336,0.0,63.1658,0
Ceiba,2000-03-14,2000,3,14,25.27777777777778,0.0,72.05695,0
Ceiba,2000-03-15,2000,3,15,25.0,0.0,72.12505,0
Ceiba,2000-03-16,2000,3,16,24.722222222222225,0.24,77.7298,0
Ceiba,2000-03-17,2000,3,17,25.555555555555557,0.0001,74.62185,0
Ceiba,2000-03-18,2000,3,18,25.0,0.21,79.81855,0
Ceiba,2000-03-19,2000,3,19,23.61111111111111,0.0,74.772,0
Ceiba,2000-03-20,2000,3,20,22.5,0.03,75.89675,0
Ceiba,2000-03-21,2000,3,21,24.166666666666668,0.13,72.94935,0
Ceiba,2000-03-22,2000,3,22,23.61111111111111,0.04,72.64995,0
Ceiba,2000-03-23,2000,3,23,22.5,0.0001,77.1511,0
Ceiba,2000-03-24,2000,3,24,23.055555555555557,0.0001,74.6523,0
Ceiba,2000-03-25,2000,3,25,23.055555555555557,0.0,72.3647,0
Ceiba,2000-03-26,2000,3,26,22.5,0.0,82.13225,0
Ceiba,2000-03-27,2000,3,27,23.61111111111111,0.0,78.70769999999999,0
Ceiba,2000-03-28,2000,3,28,25.555555555555557,0.17,89.63380000000001,0
Ceiba,2000-03-29,2000,3,29,25.555555555555557,0.91,89.6748,0
Ceiba,2000-03-30,2000,3,30,26.11111111111111,0.0,82.0817,0
Ceiba,2000-03-31,2000,3,31,25.833333333333336,0.12,81.73185000000001,0
Ceiba,2000-04-01,2000,4,1,25.833333333333336,0.0,79.01155,0
Ceiba,2000-04-02,2000,4,2,24.722222222222225,0.01,82.8021,0
Ceiba,2000-04-03,2000,4,3,25.0,0.04,71.56505,0
Ceiba,2000-04-04,2000,4,4,23.88888888888889,0.0,75.7107,0
Ceiba,2000-04-05,2000,4,5,24.722222222222225,0.4,82.50095,0
Ceiba,2000-04-06,2000,4,6,25.27777777777778,0.0,87.16454999999999,0
Ceiba,2000-04-07,2000,4,7,26.11111111111111,0.08,83.32925,0
Ceiba,2000-04-08,2000,4,8,26.38888888888889,0.01,76.275,0
Ceiba,2000-04-09,2000,4,9,26.38888888888889,0.0,72.9289,0
Ceiba,2000-04-10,2000,4,10,26.38888888888889,0.0,77.8674,0
Ceiba,2000-04-11,2000,4,11,26.11111111111111,0.02,81.51565,0
Ceiba,2000-04-12,2000,4,12,25.27777777777778,0.04,77.3132,0
Ceiba,2000-04-13,2000,4,13,24.722222222222225,0.07,82.74504999999999,0
Ceiba,2000-04-14,2000,4,14,26.38888888888889,0.0,70.81975,0
Ceiba,2000-04-15,2000,4,15,26.11111111111111,0.04,71.01645,0
Ceiba,2000-04-16,2000,4,16,24.166666666666668,0.0,82.76845,0
Ceiba,2000-04-17,2000,4,17,26.222222222222225,0.3,79.6868,0
Ceiba,2000-04-18,2000,4,18,26.11111111111111,0.0,79.57245,0
Ceiba,2000-04-19,2000,4,19,25.833333333333336,0.0,83.15735,0
Ceiba,2000-04-20,2000,4,20,25.833333333333336,0.0,82.56345,0
Ceiba,2000-04-21,2000,4,21,25.0,0.0,82.87174999999999,0
Ceiba,2000-04-22,2000,4,22,27.222222222222225,0.0,76.52515,0
Ceiba,2000-04-23,2000,4,23,27.222222222222225,0.0,77.03524999999999,0
Ceiba,2000-04-24,2000,4,24,27.222222222222225,0.0,79.7289,0
Ceiba,2000-04-25,2000,4,25,27.5,0.0001,77.1565,0
Ceiba,2000-04-26,2000,4,26,27.222222222222225,0.0,75.23705,0
Ceiba,2000-04-27,2000,4,27,27.77777777777778,0.03,74.87809999999999,0
Ceiba,2000-04-28,2000,4,28,27.5,0.0,72.2779,0
Ceiba,2000-04-29,2000,4,29,27.222222222222225,0.0,72.3832,0
Ceiba,2000-04-30,2000,4,30,25.555555555555557,0.05,80.2536,0
Ceiba,2000-05-01,2000,5,1,25.833333333333336,0.19,76.4958,0
Ceiba,2000-05-02,2000,5,2,26.944444444444446,0.0,73.6181,0
Ceiba,2000-05-03,2000,5,3,26.38888888888889,0.16,81.83574999999999,0
Ceiba,2000-05-04,2000,5,4,26.944444444444446,0.0,78.97364999999999,0
Ceiba,2000-05-05,2000,5,5,26.944444444444446,0.0,64.3003,0
Ceiba,2000-05-06,2000,5,6,27.5,0.0,73.86545,0
Ceiba,2000-05-07,2000,5,7,26.38888888888889,0.05,77.9641,0
Ceiba,2000-05-08,2000,5,8,27.77777777777778,0.45,72.45994999999999,0
Ceiba,2000-05-09,2000,5,9,27.5,0.0,72.72274999999999,0
Ceiba,2000-05-10,2000,5,10,26.944444444444446,0.07,80.18825000000001,0
Ceiba,2000-05-11,2000,5,11,25.27777777777778,0.41,85.34655000000001,0
Ceiba,2000-05-12,2000,5,12,25.27777777777778,0.0001,79.82855,0
Ceiba,2000-05-13,2000,5,13,25.833333333333336,0.0,80.34375,0
Ceiba,2000-05-14,2000,5,14,26.666666666666668,0.0,77.3617,0
Ceiba,2000-05-15,2000,5,15,27.222222222222225,0.02,75.83635,0
Ceiba,2000-05-16,2000,5,16,28.333333333333336,0.0,65.21724999999999,0
Ceiba,2000-05-17,2000,5,17,26.11111111111111,0.53,85.77494,0
Ceiba,2000-05-18,2000,5,18,25.833333333333336,0.31,87.16454999999999,0
Ceiba,2000-05-19,2000,5,19,25.555555555555557,0.0,84.76425,0
Ceiba,2000-05-20,2000,5,20,26.38888888888889,0.0,78.68155,0
Ceiba,2000-05-21,2000,5,21,26.38888888888889,0.0,81.3617,0
Ceiba,2000-05-22,2000,5,22,25.555555555555557,0.0,80.059204,0
Ceiba,2000-05-23,2000,5,23,26.944444444444446,0.0,79.00059999999999,0
Ceiba,2000-05-24,2000,5,24,28.333333333333336,0.0,77.4384,0
Ceiba,2000-05-25,2000,5,25,26.944444444444446,0.3,85.0416,0
Ceiba,2000-05-26,2000,5,26,28.055555555555557,0.0,73.70519999999999,0
Ceiba,2000-05-27,2000,5,27,28.055555555555557,0.0,72.26705,0
Ceiba,2000-05-28,2000,5,28,28.055555555555557,0.07,72.02025,0
Ceiba,2000-05-29,2000,5,29,25.833333333333336,1.12,85.98765,0
Ceiba,2000-05-30,2000,5,30,26.666666666666668,2.3,87.2542,0
Ceiba,2000-05-31,2000,5,31,28.333333333333336,0.0001,79.60125,0
Ceiba,2000-06-01,2000,6,1,29.840542271299636,0.01,79.91189429183346,0
Ceiba,2000-06-02,2000,6,2,26.38888888888889,0.08,78.6475642168863,0
Ceiba,2000-06-03,2000,6,3,26.944444444444446,0.01,74.76718710204472,0
Ceiba,2000-06-04,2000,6,4,27.77777777777778,0.07,77.09411755553413,0
Ceiba,2000-06-05,2000,6,5,28.055555555555557,0.0,76.90744760929162,0
Ceiba,2000-06-06,2000,6,6,27.77777777777778,0.0,70.60555210863504,0
Ceiba,2000-06-07,2000,6,7,27.222222222222225,0.0001,82.12752144491061,0
Ceiba,2000-06-08,2000,6,8,28.055555555555557,0.0001,78.27151682159939,0
Ceiba,2000-06-09,2000,6,9,27.5,0.0,66.85559850526776,0
Ceiba,2000-06-10,2000,6,10,26.666666666666668,0.09,76.8214,0
Ceiba,2000-06-11,2000,6,11,27.222222222222225,0.11,78.99455,0
Ceiba,2000-06-12,2000,6,12,25.833333333333336,1.21,87.79535,0
Ceiba,2000-06-13,2000,6,13,27.5,0.02,80.22595000000001,0
Ceiba,2000-06-14,2000,6,14,27.77777777777778,0.0001,78.7148,0
Ceiba,2000-06-15,2000,6,15,26.666666666666668,0.15,77.0851,0
Ceiba,2000-06-16,2000,6,16,25.833333333333336,0.34,87.83125,0
Ceiba,2000-06-17,2000,6,17,28.055555555555557,0.01,81.3364,0
Ceiba,2000-06-18,2000,6,18,28.055555555555557,0.0,75.9711,0
Ceiba,2000-06-19,2000,6,19,27.5,0.0,78.21185,0
Ceiba,2000-06-20,2000,6,20,26.944444444444446,0.25,78.75735,0
Ceiba,2000-06-21,2000,6,21,26.666666666666668,0.26,79.76315,0
Ceiba,2000-06-22,2000,6,22,28.055555555555557,0.07,73.63595000000001,0
Ceiba,2000-06-23,2000,6,23,28.055555555555557,0.0001,74.9981,0
Ceiba,2000-06-24,2000,6,24,27.222222222222225,0.0,74.3216,0
Ceiba,2000-06-25,2000,6,25,26.666666666666668,0.06,78.16175,0
Ceiba,2000-06-26,2000,6,26,28.055555555555557,0.06,80.04655,0
Ceiba,2000-06-27,2000,6,27,28.333333333333336,0.0,77.18809999999999,0
Ceiba,2000-06-28,2000,6,28,28.333333333333336,0.0,76.9039,0
Ceiba,2000-06-29,2000,6,29,27.77777777777778,0.0,75.58109999999999,0
Ceiba,2000-06-30,2000,6,30,27.222222222222225,0.0,80.20885000000001,0
Ceiba,2000-07-01,2000,7,1,27.5,0.07,74.92465,0
Ceiba,2000-07-02,2000,7,2,28.333333333333336,0.18,84.07074,0
Ceiba,2000-07-03,2000,7,3,27.5,0.01,77.94235,0
Ceiba,2000-07-04,2000,7,4,27.5,0.04,78.66395,0
Ceiba,2000-07-05,2000,7,5,28.61111111111111,0.0,75.39675,0
Ceiba,2000-07-06,2000,7,6,27.77777777777778,0.0,71.77615,0
Ceiba,2000-07-07,2000,7,7,28.055555555555557,0.0,71.46795,0
Ceiba,2000-07-08,2000,7,8,27.77777777777778,0.12,74.80449999999999,0
Ceiba,2000-07-09,2000,7,9,28.333333333333336,0.12,75.1654,0
Ceiba,2000-07-10,2000,7,10,28.333333333333336,0.12,63.4017,0
Ceiba,2000-07-11,2000,7,11,28.61111111111111,0.12,67.19115000000001,0
Ceiba,2000-07-12,2000,7,12,28.61111111111111,0.12,73.892,0
Ceiba,2000-07-13,2000,7,13,29.166666666666668,0.06,76.82945000000001,0
Ceiba,2000-07-14,2000,7,14,28.333333333333336,0.12,84.5791,0
Ceiba,2000-07-15,2000,7,15,28.88888888888889,0.03,79.92445000000001,0
Ceiba,2000-07-16,2000,7,16,28.88888888888889,0.0,74.86255,0
Ceiba,2000-07-17,2000,7,17,28.333333333333336,0.01,76.38925,0
Ceiba,2000-07-18,2000,7,18,26.944444444444446,0.29,77.21075,0
Ceiba,2000-07-19,2000,7,19,28.61111111111111,0.01,76.91579999999999,0
Ceiba,2000-07-20,2000,7,20,27.222222222222225,0.25,85.98765,0
Ceiba,2000-07-21,2000,7,21,28.61111111111111,0.03,81.62979999999999,0
Ceiba,2000-07-22,2000,7,22,27.5,0.02,82.2616,0
Ceiba,2000-07-23,2000,7,23,28.88888888888889,0.0001,78.5243,0
Ceiba,2000-07-24,2000,7,24,28.61111111111111,0.0,76.06015,0
Ceiba,2000-07-25,2000,7,25,29.444444444444446,0.0,74.0359,0
Ceiba,2000-07-26,2000,7,26,29.166666666666668,0.02,75.4471,0
Ceiba,2000-07-27,2000,7,27,29.166666666666668,0.01,76.7102,0
Ceiba,2000-07-28,2000,7,28,28.333333333333336,0.21,75.94525,0
Ceiba,2000-07-29,2000,7,29,28.055555555555557,1.55,78.55695,0
Ceiba,2000-07-30,2000,7,30,27.5,0.03,84.76945,0
Ceiba,2000-07-31,2000,7,31,28.333333333333336,0.01,82.4589,0
Ceiba,2000-08-01,2000,8,1,26.38888888888889,0.16,84.26365,0
Ceiba,2000-08-02,2000,8,2,28.333333333333336,0.0001,82.59270000000001,0
Ceiba,2000-08-03,2000,8,3,28.055555555555557,0.65,88.1846,0
Ceiba,2000-08-04,2000,8,4,29.166666666666668,0.03,82.87415,0
Ceiba,2000-08-05,2000,8,5,29.166666666666668,0.0,81.19720000000001,0
Ceiba,2000-08-06,2000,8,6,28.88888888888889,0.0,77.60325,0
Ceiba,2000-08-07,2000,8,7,28.055555555555557,0.15,87.95384999999999,0
Ceiba,2000-08-08,2000,8,8,29.166666666666668,0.01,86.7369,0
Ceiba,2000-08-09,2000,8,9,28.61111111111111,0.01,82.71285,0
Ceiba,2000-08-10,2000,8,10,27.222222222222225,0.13,84.52674999999999,0
Ceiba,2000-08-11,2000,8,11,28.61111111111111,0.0,82.88905,0
Ceiba,2000-08-12,2000,8,12,28.61111111111111,0.0001,80.2606,0
Ceiba,2000-08-13,2000,8,13,28.88888888888889,0.0,72.55345438159604,0
Ceiba,2000-08-14,2000,8,14,27.5,0.1,79.88215,0
Ceiba,2000-08-15,2000,8,15,28.055555555555557,0.14,69.12945,0
Ceiba,2000-08-16,2000,8,16,28.055555555555557,0.08,86.03999999999999,0
Ceiba,2000-08-17,2000,8,17,29.722222222222225,0.0001,73.62809999999999,0
Ceiba,2000-08-18,2000,8,18,29.166666666666668,0.0001,79.9345,0
Ceiba,2000-08-19,2000,8,19,28.61111111111111,0.04,80.70334201595723,0
Ceiba,2000-08-20,2000,8,20,29.722222222222225,0.0,79.3742,0
Ceiba,2000-08-21,2000,8,21,28.88888888888889,0.04,85.6501,0
Ceiba,2000-08-22,2000,8,22,26.666666666666668,0.82,89.45054999999999,0
Ceiba,2000-08-23,2000,8,23,27.5,1.56,88.34805,0
Ceiba,2000-08-24,2000,8,24,28.88888888888889,0.01,82.84215,0
Ceiba,2000-08-25,2000,8,25,28.61111111111111,0.0,81.53115,0
Ceiba,2000-08-26,2000,8,26,27.222222222222225,0.24,91.22465,0
Ceiba,2000-08-27,2000,8,27,27.5,0.0,84.15074999999999,0
Ceiba,2000-08-28,2000,8,28,28.61111111111111,0.13,91.053,0
Ceiba,2000-08-29,2000,8,29,29.444444444444446,0.11,85.07945000000001,0
Ceiba,2000-08-30,2000,8,30,28.61111111111111,0.0001,85.3143,0
Ceiba,2000-08-31,2000,8,31,28.61111111111111,0.0001,81.53115,0
Ceiba,2000-09-01,2000,9,1,27.77777777777778,0.0,81.7027,0
Ceiba,2000-09-02,2000,9,2,26.944444444444446,0.15,88.26480000000001,0
Ceiba,2000-09-03,2000,9,3,28.055555555555557,0.0,87.38300000000001,0
Ceiba,2000-09-04,2000,9,4,28.055555555555557,0.0001,89.6558,0
Ceiba,2000-09-05,2000,9,5,28.055555555555557,0.1,88.47515,0
Ceiba,2000-09-06,2000,9,6,27.5,0.1,88.6596,0
Ceiba,2000-09-07,2000,9,7,26.944444444444446,0.02,83.6564,0
Ceiba,2000-09-08,2000,9,8,26.944444444444446,0.0,88.6155,0
Ceiba,2000-09-09,2000,9,9,27.77777777777778,0.0,83.74085,0
Ceiba,2000-09-10,2000,9,10,28.333333333333336,0.0001,86.13525,0
Ceiba,2000-09-11,2000,9,11,27.77777777777778,0.0001,87.38300000000001,0
Ceiba,2000-09-12,2000,9,12,29.166666666666668,0.0,80.35839999999999,0
Ceiba,2000-09-13,2000,9,13,28.88888888888889,0.0,81.90379999999999,0
Ceiba,2000-09-14,2000,9,14,29.722222222222225,0.0,81.53115,0
Ceiba,2000-09-15,2000,9,15,28.055555555555557,0.03,83.84819999999999,0
Ceiba,2000-09-16,2000,9,16,27.77777777777778,0.16,87.351,0
Ceiba,2000-09-17,2000,9,17,26.666666666666668,0.99,91.1598,0
Ceiba,2000-09-18,2000,9,18,28.61111111111111,0.0,84.13815,0
Ceiba,2000-09-19,2000,9,19,27.222222222222225,0.5,87.82137,0
Ceiba,2000-09-20,2000,9,20,28.055555555555557,0.01,84.15074999999999,0
Ceiba,2000-09-21,2000,9,21,27.77777777777778,0.04,88.47515,0
Ceiba,2000-09-22,2000,9,22,28.61111111111111,0.05,84.2991,0
Ceiba,2000-09-23,2000,9,23,28.88888888888889,0.0,81.2855,0
Ceiba,2000-09-24,2000,9,24,28.333333333333336,0.01,87.70965,0
Ceiba,2000-09-25,2000,9,25,27.5,0.07,90.98125,0
Ceiba,2000-09-26,2000,9,26,27.77777777777778,0.0,88.6596,0
Ceiba,2000-09-27,2000,9,27,26.11111111111111,0.19,91.8309,0
Ceiba,2000-09-28,2000,9,28,24.722222222222225,0.39,95.2047,0
Ceiba,2000-09-29,2000,9,29,26.666666666666668,0.25,85.1337,0
Ceiba,2000-09-30,2000,9,30,26.944444444444446,0.07,88.6155,0
Ceiba,2000-10-01,2000,10,1,27.222222222222225,0.05,88.65222,0
Ceiba,2000-10-02,2000,10,2,26.944444444444446,0.13,90.16334,0
Ceiba,2000-10-03,2000,10,3,26.944444444444446,0.12,87.3027,0
Ceiba,2000-10-04,2000,10,4,28.055555555555557,0.0001,77.0243,0
Ceiba,2000-10-05,2000,10,5,27.222222222222225,0.11,79.13125,0
Ceiba,2000-10-06,2000,10,6,26.944444444444446,0.06,85.98765,0
Ceiba,2000-10-07,2000,10,7,26.666666666666668,0.0,85.98765,0
Ceiba,2000-10-08,2000,10,8,26.944444444444446,0.43,85.98765,0
Ceiba,2000-10-09,2000,10,9,28.333333333333336,0.0001,86.03999999999999,0
Ceiba,2000-10-10,2000,10,10,27.5,0.0001,87.351,0
Ceiba,2000-10-11,2000,10,11,26.666666666666668,0.0001,87.2542,0
Ceiba,2000-10-12,2000,10,12,27.5,0.0001,86.03999999999999,0
Ceiba,2000-10-13,2000,10,13,27.5,0.0,83.78975,0
Ceiba,2000-10-14,2000,10,14,27.222222222222225,0.0,83.78975,0
Ceiba,2000-10-15,2000,10,15,28.055555555555557,0.0,81.42179999999999,0
Ceiba,2000-10-16,2000,10,16,27.222222222222225,0.0,82.54169999999999,0
Ceiba,2000-10-17,2000,10,17,26.944444444444446,0.0,79.4553,0
Ceiba,2000-10-18,2000,10,18,26.944444444444446,0.0,78.5796,0
Ceiba,2000-10-19,2000,10,19,27.5,0.22,83.74085,0
Ceiba,2000-10-20,2000,10,20,28.055555555555557,0.0,83.17675,0
Ceiba,2000-10-21,2000,10,21,27.5,0.2,83.17675,0
Ceiba,2000-10-22,2000,10,22,26.944444444444446,0.14,85.1337,0
Ceiba,2000-10-23,2000,10,23,27.222222222222225,0.0001,85.1337,0
Ceiba,2000-10-24,2000,10,24,27.222222222222225,0.0,83.74085,0
Ceiba,2000-10-25,2000,10,25,27.5,0.06,85.98765,0
Ceiba,2000-10-26,2000,10,26,27.77777777777778,0.22,87.351,0
Ceiba,2000-10-27,2000,10,27,29.722222222222225,0.0,80.51565,0
Ceiba,2000-10-28,2000,10,28,27.77777777777778,0.24,86.85565,0
Ceiba,2000-10-29,2000,10,29,28.88888888888889,0.0,76.0419,0
Ceiba,2000-10-30,2000,10,30,26.38888888888889,0.15,89.38085000000001,0
Ceiba,2000-10-31,2000,10,31,26.38888888888889,0.25,87.16454999999999,0
Ceiba,2000-11-01,2000,11,1,26.666666666666668,0.26,80.68155,0
Ceiba,2000-11-02,2000,11,2,26.666666666666668,0.21,85.1337,0
Ceiba,2000-11-03,2000,11,3,26.11111111111111,0.1,78.49074999999999,0
Ceiba,2000-11-04,2000,11,4,27.222222222222225,0.0,68.777,0
Ceiba,2000-11-05,2000,11,5,25.0,0.0,73.4823,0
Ceiba,2000-11-06,2000,11,6,25.555555555555557,0.0,77.4985,0
Ceiba,2000-11-07,2000,11,7,28.61111111111111,0.0001,75.55505,0
Ceiba,2000-11-08,2000,11,8,26.944444444444446,0.02,77.6306,0
Ceiba,2000-11-09,2000,11,9,26.666666666666668,0.05,77.5536,0
Ceiba,2000-11-10,2000,11,10,25.833333333333336,0.0,72.9469,0
Ceiba,2000-11-11,2000,11,11,24.722222222222225,0.0,77.21877970259702,0
Ceiba,2000-11-12,2000,11,12,25.555555555555557,0.1,79.41409999999999,0
Ceiba,2000-11-13,2000,11,13,25.833333333333336,0.0,76.596,0
Ceiba,2000-11-14,2000,11,14,26.666666666666668,0.02,74.89645,0
Ceiba,2000-11-15,2000,11,15,28.333333333333336,0.15,76.0027,0
Ceiba,2000-11-16,2000,11,16,28.055555555555557,0.0,74.1702,0
Ceiba,2000-11-17,2000,11,17,27.222222222222225,0.41,77.5115,0
Ceiba,2000-11-18,2000,11,18,27.77777777777778,0.0,78.47655,0
Ceiba,2000-11-19,2000,11,19,27.222222222222225,0.03,76.3636,0
Ceiba,2000-11-20,2000,11,20,27.222222222222225,0.45,79.9878,0
Ceiba,2000-11-21,2000,11,21,27.5,0.29,79.73855,0
Ceiba,2000-11-22,2000,11,22,27.5,0.0001,77.1565,0
Ceiba,2000-11-23,2000,11,23,26.666666666666668,0.41,79.462,0
Ceiba,2000-11-24,2000,11,24,26.944444444444446,0.05,78.84909999999999,0
Ceiba,2000-11-25,2000,11,25,27.77777777777778,0.08,77.76195,0
Ceiba,2000-11-26,2000,11,26,28.055555555555557,0.0001,73.28129999999999,0
Ceiba,2000-11-27,2000,11,27,27.77777777777778,0.0001,73.79575,0
Ceiba,2000-11-28,2000,11,28,27.5,0.0001,84.2743,0
Ceiba,2000-11-29,2000,11,29,28.055555555555557,0.07,72.87995000000001,0
Ceiba,2000-11-30,2000,11,30,27.5,0.0,82.3318,0
Ceiba,2000-12-01,2000,12,1,27.77777777777778,0.0,80.2261,0
Ceiba,2000-12-02,2000,12,2,27.77777777777778,0.0,79.47364999999999,0
Ceiba,2000-12-03,2000,12,3,27.77777777777778,0.0,79.07985,0
Ceiba,2000-12-04,2000,12,4,27.5,0.0,75.63855000000001,0
Ceiba,2000-12-05,2000,12,5,25.833333333333336,0.0,79.5675,0
Ceiba,2000-12-06,2000,12,6,25.833333333333336,0.02,77.44855,0
Ceiba,2000-12-07,2000,12,7,27.77777777777778,0.0,70.23575,0
Ceiba,2000-12-08,2000,12,8,26.38888888888889,0.0001,73.36155,0
Ceiba,2000-12-09,2000,12,9,27.5,0.0,71.30872500000001,0
Ceiba,2000-12-10,2000,12,10,26.11111111111111,0.02,76.79535000000001,0
Ceiba,2000-12-11,2000,12,11,26.38888888888889,0.02,74.96815,0
Ceiba,2000-12-12,2000,12,12,26.11111111111111,0.14,79.32730000000001,0
Ceiba,2000-12-13,2000,12,13,26.38888888888889,0.08,74.75135,0
Ceiba,2000-12-14,2000,12,14,26.11111111111111,0.44,82.74395000000001,0
Ceiba,2000-12-15,2000,12,15,26.11111111111111,0.2,74.6577,0
Ceiba,2000-12-16,2000,12,16,25.555555555555557,0.14,81.3435,0
Ceiba,2000-12-17,2000,12,17,26.38888888888889,0.09,81.83574999999999,0
Ceiba,2000-12-18,2000,12,18,25.833333333333336,0.34,79.72135,0
